loss,insulation_to_air_overall_heat_transfer_coefficient_to_environment,pipe_endcaps_to_air_thermal_conductance,heater_weight_1,heater_weight_2,heater_weight_3,heater_weight_4,fluid_to_steel_pipe_convective_heat_transfer_coefficient,steel_thermal_mass_multiplier,TC1_thermal_resistance,TC2_thermal_resistance,TC3_thermal_resistance,TC4_thermal_resistance,TC5_thermal_resistance
17.2947484554603,2.526174198584412,4.494421150407557,0.386879596449,0.4794792585832501,0.5927335678123409,0.4789705881319872,827.5843241443715,3.190632935143178,23.99132422332572,90.21777319911604,53.81075069128138,15.887766666032249,16.03443150827488
12.22384665823033,0.41401689550400517,1.6470759453466677,0.7162951607695192,0.5462292099782935,0.6665373881382397,0.7102379065583095,1973.8929036936695,10.763762025160618,1.995543332717311,53.426144272676865,2.6299950748265277,83.9801395980949,69.06980553176602
19.9684815876718,0.6044125142394235,4.7701095368825275,0.19748607625654652,0.2538183390340461,0.10149812872142033,0.8531477607764684,1210.5172804027732,0.3342626657397242,29.681160871077164,0.5660080446306197,97.2500721968375,76.25656277091505,78.41278579806307
24.265228345287444,2.7521955141919143,4.174192223731446,0.8018267593417788,0.8952537832216417,0.7480233875701404,0.047822724279717094,1601.7730315085125,15.526288049862183,60.689535898936214,2.628226814728414,2.4768903038486156,39.57250791180179,88.15858378415923
16.868302287722248,8.91315489717557,0.1536113881464481,0.24277808160254624,0.8969810229614628,0.1284532803639887,0.9370307518715726,1690.4906809953477,8.5825363615162,11.455660981468853,59.556612330082324,22.34122834615323,69.82827767841952,58.10216726383682
17.080705498603294,4.797120889225323,4.417145618295454,0.393719278571278,0.91902706345708,0.47288441605453657,0.9483707428690527,1890.1311235006465,2.828351362667893,76.5832611871677,27.993580828801022,48.369519706858654,6.416904051963071,12.46864780693921
22.21063212606381,8.933214556226755,3.338636285737999,0.6408386535594666,0.7613795446950723,0.612024241130056,0.27784019712601843,1187.651707668901,6.547265952473556,22.613231743484867,4.961452261054296,56.69030287121102,82.98715504032576,56.33832956893625
17.58000063144938,2.908774198718656,4.026132038824884,0.525366969242698,0.4653156429243002,0.5688253917440738,0.6825887006145863,437.25113679468467,12.824310156151515,22.501735481334755,94.41468694164296,47.83397491288034,2.241437722576338,35.65432048276641
20.231377271539067,4.082139797184988,0.29530305301432636,0.7337819514671678,0.04077402122180412,0.3211176779999937,0.6874256242136727,707.1393846725339,7.020341158236192,12.73550245362238,56.92446555530351,27.882287991625514,53.27354038187952,41.49428069171211
17.65274004702128,0.4160279823249099,2.256532803135138,0.9631457577274652,0.2264578326887819,0.07014404581275835,0.39526468580374435,672.1135531981889,4.10150674155311,79.42607680768909,85.51160942893449,1.2492332781521391,48.763810648868805,90.09523545538875
17.79803562119836,4.330453871758404,0.5377248338413867,0.5011730762947934,0.2536728983416466,0.8775102728370262,0.7229761351102453,710.6173322627916,9.633808744050366,73.03211564981854,55.19897618806423,26.201994337843452,0.05370764957137457,57.992475636797835
20.489291960471196,9.660494229944321,3.081199178523512,0.4678714137811448,0.8488856589142859,0.6392468540314015,0.3549903333023307,1939.587623679557,17.138163819649805,48.7988055660546,22.521264647600695,90.68974828969786,86.62208285572653,98.99312536390785
18.238052028621947,6.01873720520487,0.5645602355125706,0.3175883160149568,0.7054143438862739,0.313402425860715,0.7584995070871381,1416.9906523996265,11.275777374923335,32.544392470218924,67.84665049541043,33.074452857528534,55.553030360195464,84.66149944340489
19.5358523082852,3.0950244397620708,1.3476637376118694,0.01395304587813475,0.5476318273554754,0.7098777220944358,0.3758456112928077,1903.2843604383397,6.366542073746042,83.05805186605095,76.41433565971478,20.724379724209374,31.5447301313442,62.60633982717432
22.259089105362364,6.8494593190282265,3.165075815495204,0.6775545631450309,0.5849291818518141,0.9582458927304757,0.46952664765589874,7.735647555748227,14.622291270010292,38.15423844944131,72.72008749501477,32.76859292768376,54.73886712023073,55.894926781442926
11.056950132067533,0.9441020595624883,0.07963212311559763,0.6738524581183012,0.5185704906721621,0.30884449868747654,0.3342281431757378,1445.9585783372572,17.835257617280135,32.15807791157751,2.1343717701815814,16.065496011659043,1.1716043435373025,19.837292512938248
