Time_ms,TC1_C,TC2_C,TC3_C,TC4_C,TC5_C,V_RMS,I_RMS,Wattage
27000,34.00,76.75,81.00,93.00,278.50,27.72,0.01,0.18
27500,34.00,76.75,81.00,92.75,278.25,27.87,0.01,0.22
28000,34.00,76.75,81.00,92.75,277.75,27.87,0.01,0.22
28500,34.00,76.75,81.00,92.75,277.25,27.74,0.01,0.16
29000,34.00,76.50,80.75,92.50,277.00,27.74,0.01,0.16
29500,34.00,76.50,80.75,92.50,276.50,27.46,0.01,0.23
30000,34.00,76.50,80.75,92.50,276.25,27.46,0.01,0.23
30500,33.75,76.50,80.75,92.25,275.75,27.87,0.01,0.17
31000,33.75,76.50,80.75,92.25,275.25,27.87,0.01,0.17
31500,33.75,76.25,80.75,92.25,275.00,27.80,0.01,0.22
32000,33.75,76.50,80.75,92.00,274.50,27.80,0.01,0.22
32500,33.75,76.25,80.75,92.00,274.25,28.49,0.01,0.18
33000,34.00,76.25,80.50,92.00,273.75,28.49,0.01,0.18
33500,33.75,76.25,80.50,91.75,273.50,27.15,0.01,0.20
34000,33.75,76.25,80.50,91.75,273.00,27.15,0.01,0.20
34500,34.00,76.00,80.50,91.50,272.50,27.73,0.01,0.21
35000,33.75,76.00,80.50,91.50,272.25,27.73,0.01,0.21
35500,33.75,76.00,80.25,91.50,271.75,27.03,0.01,0.18
36000,33.75,76.00,80.25,91.50,271.50,27.03,0.01,0.18
36500,33.75,76.00,80.25,91.25,271.00,27.53,0.01,0.18
37000,33.75,75.75,80.25,91.25,270.75,27.53,0.01,0.18
37500,33.75,75.75,80.25,91.25,270.25,27.79,0.01,0.19
38000,33.75,75.75,80.25,91.25,269.75,27.79,0.01,0.19
38500,33.75,75.75,80.25,91.00,269.50,27.42,0.01,0.18
39000,33.75,75.75,80.00,91.00,269.00,27.42,0.01,0.18
39500,33.75,75.75,80.00,91.00,268.50,27.93,0.01,0.21
40000,33.75,75.50,80.00,90.75,268.25,27.93,0.01,0.21
40500,33.75,75.50,80.00,90.75,267.75,27.58,0.01,0.22
41000,33.75,75.50,80.00,90.75,267.50,27.58,0.01,0.22
41500,33.75,75.50,80.00,90.75,267.00,28.17,0.01,0.20
42000,33.75,75.25,80.00,90.50,266.75,28.17,0.01,0.20
42500,33.75,75.25,79.75,90.50,266.25,27.02,0.01,0.20
43000,33.75,75.25,79.75,90.50,266.00,27.02,0.01,0.20
43500,33.75,75.25,79.75,90.50,265.50,27.28,0.01,0.20
44000,33.75,75.25,79.75,90.25,265.25,27.28,0.01,0.20
44500,33.75,75.00,79.75,90.25,264.75,26.59,0.01,0.19
45000,33.50,75.25,79.75,90.25,264.50,26.59,0.01,0.19
45500,33.75,75.00,79.75,90.00,264.00,27.47,0.01,0.21
46000,33.75,75.00,79.75,90.00,263.50,27.47,0.01,0.21
46500,33.50,75.00,79.75,90.00,263.25,27.34,0.01,0.22
47000,33.75,75.00,79.75,90.00,262.75,27.34,0.01,0.22
47500,33.50,75.00,79.75,90.00,262.50,27.28,0.01,0.19
48000,33.50,74.75,79.75,89.75,262.00,27.28,0.01,0.19
48500,33.50,74.75,79.50,89.75,261.75,27.67,0.01,0.19
49000,33.50,74.75,79.50,89.75,261.25,27.67,0.01,0.19
49500,33.50,74.75,79.50,89.75,261.00,27.93,0.01,0.21
50000,33.50,74.75,79.50,89.50,260.50,27.93,0.01,0.21
50500,33.50,74.50,79.25,89.50,260.25,27.25,0.01,0.18
51000,33.50,74.50,79.25,89.50,259.75,27.25,0.01,0.18
51500,33.50,74.50,79.25,89.25,259.50,26.66,0.01,0.17
52000,33.50,74.25,79.25,89.25,259.00,26.66,0.01,0.17
52500,33.50,74.50,79.25,89.25,258.50,28.51,0.01,0.19
53000,33.50,74.25,79.25,89.25,258.25,28.51,0.01,0.19
53500,33.50,74.25,79.25,89.00,258.00,26.62,0.01,0.18
54000,33.50,74.25,79.00,89.00,257.50,26.62,0.01,0.18
54500,33.50,74.25,79.25,89.00,257.25,27.45,0.01,0.19
55000,33.50,74.25,79.25,89.00,256.75,27.45,0.01,0.19
55500,33.50,74.00,79.00,89.00,256.25,27.46,0.01,0.16
56000,33.50,74.25,79.00,89.00,256.00,27.46,0.01,0.16
56500,33.50,74.00,79.00,88.75,255.75,27.57,0.01,0.21
57000,33.50,74.00,79.00,88.75,255.50,27.57,0.01,0.21
57500,33.50,74.00,79.00,88.75,255.00,27.50,0.01,0.19
58000,33.50,74.00,79.00,88.75,254.75,27.50,0.01,0.19
58500,33.50,74.00,79.00,88.50,254.25,27.08,0.01,0.18
59000,33.50,74.00,79.00,88.50,254.00,27.08,0.01,0.18
59500,33.50,74.00,78.75,88.50,253.50,27.55,0.01,0.20
60000,33.50,74.00,78.75,88.50,253.25,27.55,0.01,0.20
60500,33.50,73.75,78.75,88.50,252.75,28.03,0.01,0.19
61000,33.50,73.75,78.75,88.50,252.50,28.03,0.01,0.19
61500,33.50,73.75,78.75,88.25,252.25,27.49,0.01,0.18
62000,33.50,73.75,78.75,88.25,251.75,27.49,0.01,0.18
62500,33.50,73.75,78.75,88.25,251.50,27.36,0.01,0.21
63000,33.50,73.75,78.75,88.25,251.00,27.36,0.01,0.21
63500,33.50,73.75,78.75,88.25,250.75,27.11,0.01,0.19
64000,33.50,73.50,78.75,88.25,250.25,27.11,0.01,0.19
64500,33.50,73.50,78.50,88.00,250.00,27.63,0.01,0.20
65000,33.50,73.50,78.50,88.00,249.75,27.63,0.01,0.20
65500,33.50,73.50,78.50,88.00,249.50,27.92,0.01,0.20
66000,33.50,73.50,78.50,88.00,249.00,27.92,0.01,0.20
66500,33.50,73.50,78.50,88.00,248.75,27.21,0.01,0.20
67000,33.50,73.50,78.50,88.00,248.50,27.21,0.01,0.20
67500,33.50,73.50,78.50,88.00,248.00,27.18,0.01,0.18
68000,33.50,73.25,78.25,87.75,247.50,27.18,0.01,0.18
68500,33.50,73.25,78.50,87.75,247.25,28.00,0.01,0.20
69000,33.50,73.25,78.25,87.75,247.00,28.00,0.01,0.20
69500,33.50,73.25,78.25,87.75,246.75,27.17,0.01,0.17
70000,33.50,73.25,78.25,87.75,246.25,27.17,0.01,0.17
70500,33.50,73.00,78.25,87.75,246.00,27.92,0.01,0.20
71000,33.50,73.00,78.25,87.75,245.75,27.92,0.01,0.20
71500,33.50,73.00,78.25,87.50,245.25,27.29,0.01,0.22
72000,33.50,73.00,78.25,87.50,245.00,27.29,0.01,0.22
72500,33.75,73.00,78.25,87.50,244.50,27.49,0.01,0.20
73000,33.50,73.00,78.00,87.50,244.25,27.49,0.01,0.20
73500,33.50,73.00,78.25,87.50,244.00,27.44,0.01,0.19
74000,33.50,73.00,78.00,87.50,243.75,27.44,0.01,0.19
74500,33.50,73.00,78.00,87.25,243.25,27.30,0.01,0.21
75000,33.50,72.75,78.00,87.25,243.00,27.30,0.01,0.21
75500,33.50,73.00,78.00,87.25,242.75,28.23,0.01,0.20
76000,33.75,72.75,78.00,87.25,242.25,28.23,0.01,0.20
76500,33.75,72.75,78.00,87.25,242.00,26.78,0.01,0.19
77000,33.50,72.75,78.00,87.25,241.75,26.78,0.01,0.19
77500,33.75,72.75,78.00,87.25,241.50,27.36,0.01,0.23
78000,33.50,72.75,78.00,87.00,241.00,27.36,0.01,0.23
78500,33.75,72.50,78.00,87.00,240.75,26.87,0.01,0.19
79000,33.75,72.50,78.00,87.00,240.50,26.87,0.01,0.19
79500,33.75,72.50,78.00,87.00,240.00,27.59,0.01,0.21
80000,33.75,72.50,77.75,86.75,239.75,27.59,0.01,0.21
80500,33.75,72.50,77.75,87.00,239.50,27.42,0.01,0.16
81000,33.75,72.50,77.75,87.00,239.25,27.42,0.01,0.16
81500,33.75,72.50,77.75,86.75,238.75,27.06,0.01,0.22
82000,33.75,72.50,77.75,86.75,238.50,27.06,0.01,0.22
82500,33.75,72.50,77.75,86.75,238.25,27.48,0.01,0.22
83000,33.75,72.50,77.75,86.75,237.75,27.48,0.01,0.22
83500,33.75,72.50,77.75,86.75,237.75,27.43,0.01,0.23
84000,33.75,72.25,77.75,86.75,237.25,27.43,0.01,0.23
84500,33.75,72.25,77.75,86.75,237.00,28.71,0.01,0.18
85000,33.75,72.25,77.50,86.75,236.75,28.71,0.01,0.18
85500,33.75,72.25,77.50,86.75,236.25,28.09,0.01,0.19
86000,33.75,72.25,77.50,86.75,236.00,28.09,0.01,0.19
86500,33.75,72.25,77.50,86.75,235.75,27.23,0.01,0.17
87000,33.75,72.25,77.50,86.50,235.50,27.23,0.01,0.17
87500,33.75,72.25,77.50,86.50,235.00,27.28,0.01,0.20
88000,33.75,72.00,77.50,86.50,234.75,27.28,0.01,0.20
88500,33.75,72.00,77.50,86.50,234.50,27.32,0.01,0.22
89000,33.75,72.00,77.50,86.50,234.25,27.32,0.01,0.22
89500,33.75,72.00,77.50,86.50,234.00,27.65,0.01,0.22
90000,33.75,72.00,77.50,86.50,233.50,27.65,0.01,0.22
90500,33.75,72.00,77.50,86.50,233.25,27.23,0.01,0.22
91000,33.75,72.00,77.50,86.25,233.00,27.23,0.01,0.22
91500,33.75,72.00,77.25,86.25,232.75,27.99,0.01,0.18
92000,33.75,72.00,77.25,86.25,232.25,27.99,0.01,0.18
92500,33.75,71.75,77.25,86.25,232.25,27.11,0.01,0.21
93000,33.75,71.75,77.25,86.25,232.00,27.11,0.01,0.21
93500,33.75,71.75,77.25,86.25,231.50,27.91,0.01,0.17
94000,33.75,71.75,77.25,86.00,231.25,27.91,0.01,0.17
94500,33.75,71.75,77.25,86.00,231.00,27.98,0.01,0.19
95000,33.75,71.75,77.25,86.00,230.75,27.98,0.01,0.19
95500,34.00,71.75,77.00,86.00,230.25,28.41,0.01,0.21
96000,33.75,71.75,77.25,86.00,230.25,28.41,0.01,0.21
96500,34.00,71.50,77.25,86.00,229.75,28.28,0.01,0.21
97000,33.75,71.50,77.00,86.00,229.50,28.28,0.01,0.21
97500,34.00,71.50,77.00,86.00,229.25,27.61,0.01,0.18
98000,33.75,71.50,77.00,86.00,229.00,27.61,0.01,0.18
98500,34.00,71.50,77.00,86.00,228.75,27.53,0.01,0.17
99000,33.75,71.50,77.00,85.75,228.50,27.53,0.01,0.17
99500,34.00,71.50,77.00,85.75,228.25,27.31,0.01,0.17
100000,34.00,71.50,77.00,85.75,227.75,27.31,0.01,0.17
100500,34.00,71.25,77.00,85.75,227.50,26.92,0.01,0.20
101000,34.00,71.25,77.00,85.75,227.25,26.92,0.01,0.20
101500,34.00,71.25,76.75,85.75,227.00,27.33,0.01,0.17
102000,34.00,71.25,76.75,85.75,226.75,27.33,0.01,0.17
102500,34.00,71.25,76.75,85.75,226.50,27.52,0.01,0.18
103000,34.00,71.25,77.00,85.50,226.00,27.52,0.01,0.18
103500,34.00,71.25,76.75,85.75,225.75,27.08,0.01,0.18
104000,34.00,71.25,76.75,85.75,225.50,27.08,0.01,0.18
104500,34.00,71.25,76.75,85.50,225.25,27.18,0.01,0.22
105000,34.00,71.00,76.75,85.50,225.00,27.18,0.01,0.22
105500,34.00,71.25,76.75,85.50,224.75,28.27,0.01,0.16
106000,34.00,71.00,76.75,85.50,224.50,28.27,0.01,0.16
106500,34.00,71.00,76.75,85.50,224.25,27.71,0.01,0.16
107000,34.00,71.00,76.75,85.50,223.75,27.71,0.01,0.16
107500,34.00,71.00,76.50,85.50,223.50,27.84,0.01,0.20
108000,34.00,71.00,76.75,85.50,223.50,27.84,0.01,0.20
108500,34.00,71.00,76.50,85.50,223.00,27.89,0.01,0.18
109000,34.00,71.00,76.50,85.50,222.75,27.89,0.01,0.18
109500,34.00,71.00,76.50,85.25,222.50,27.92,0.01,0.21
110000,34.00,71.00,76.50,85.25,222.25,27.92,0.01,0.21
110500,34.00,71.00,76.50,85.25,222.00,27.36,0.01,0.22
111000,34.00,71.00,76.50,85.25,221.75,27.36,0.01,0.22
111500,34.00,70.75,76.50,85.25,221.50,27.31,0.01,0.21
112000,34.00,71.00,76.50,85.25,221.25,27.31,0.01,0.21
112500,34.00,71.00,76.50,85.25,221.00,27.10,0.01,0.21
113000,34.00,70.75,76.50,85.25,220.75,27.10,0.01,0.21
113500,34.00,71.00,76.25,85.25,220.50,27.60,0.01,0.18
114000,34.00,70.75,76.25,85.25,220.25,27.60,0.01,0.18
114500,34.00,70.75,76.25,85.25,220.00,28.40,0.01,0.20
115000,34.00,70.75,76.25,85.25,219.75,28.40,0.01,0.20
115500,34.00,70.75,76.25,85.00,219.50,28.03,0.01,0.18
116000,34.25,70.75,76.25,85.00,219.25,28.03,0.01,0.18
116500,34.00,70.75,76.25,85.00,219.00,28.17,0.01,0.21
117000,34.25,70.50,76.25,85.00,218.75,28.17,0.01,0.21
117500,34.00,70.50,76.25,85.00,218.50,27.13,0.01,0.21
118000,34.25,70.50,76.25,85.00,218.25,27.13,0.01,0.21
118500,34.00,70.50,76.25,85.00,218.00,28.26,0.01,0.21
119000,34.00,70.50,76.00,85.00,217.75,28.26,0.01,0.21
119500,34.25,70.50,76.00,85.00,217.50,27.14,0.01,0.21
120000,34.25,70.50,76.00,84.75,217.25,27.14,0.01,0.21
120500,34.25,70.50,76.00,85.00,217.00,27.56,0.01,0.18
121000,34.25,70.50,76.00,84.75,216.50,27.56,0.01,0.18
121500,34.25,70.50,76.00,84.75,216.50,28.54,0.01,0.22
122000,34.25,70.50,76.00,84.75,216.25,28.54,0.01,0.22
122500,34.25,70.50,76.00,84.75,216.00,26.86,0.01,0.17
123000,34.25,70.25,76.00,84.75,215.75,26.86,0.01,0.17
123500,34.25,70.25,76.00,84.75,215.50,28.96,0.01,0.18
124000,34.25,70.25,76.00,84.75,215.25,28.96,0.01,0.18
124500,34.25,70.25,76.00,84.75,214.75,27.08,0.01,0.22
125000,34.25,70.25,76.00,84.50,214.75,27.08,0.01,0.22
125500,34.25,70.25,76.00,84.50,214.50,27.04,0.01,0.16
126000,34.25,70.25,76.00,84.50,214.25,27.04,0.01,0.16
126500,34.25,70.25,75.75,84.50,214.00,27.62,0.01,0.18
127000,34.25,70.25,75.75,84.50,213.75,27.62,0.01,0.18
127500,34.25,70.25,75.75,84.50,213.50,26.86,0.01,0.16
128000,34.25,70.00,75.75,84.50,213.00,26.86,0.01,0.16
128500,34.25,70.00,75.75,84.50,213.00,27.32,0.01,0.17
129000,34.25,70.00,75.75,84.25,212.75,27.32,0.01,0.17
129500,34.25,70.00,75.75,84.50,212.50,27.72,0.01,0.22
130000,34.25,70.00,75.75,84.50,212.25,27.72,0.01,0.22
130500,34.25,70.00,75.75,84.50,212.00,28.69,0.01,0.20
131000,34.25,70.00,75.75,84.25,211.75,28.69,0.01,0.20
131500,34.25,70.00,75.75,84.25,211.50,27.63,0.01,0.20
132000,34.25,70.00,75.50,84.25,211.25,27.63,0.01,0.20
132500,34.25,70.00,75.75,84.25,211.00,28.41,0.01,0.21
133000,34.25,70.00,75.50,84.25,210.75,28.41,0.01,0.21
133500,34.50,69.75,75.50,84.25,210.75,26.94,0.01,0.21
134000,34.50,70.00,75.50,84.25,210.25,26.94,0.01,0.21
134500,34.50,69.75,75.50,84.25,210.00,26.91,0.01,0.20
135000,34.50,69.75,75.50,84.25,210.00,26.91,0.01,0.20
135500,34.50,69.75,75.50,84.25,209.75,27.63,0.01,0.15
136000,34.50,69.75,75.50,84.00,209.50,27.63,0.01,0.15
136500,34.50,69.75,75.50,84.00,209.25,27.62,0.01,0.18
137000,34.50,69.75,75.50,84.00,209.00,27.62,0.01,0.18
137500,34.50,69.75,75.50,84.00,208.75,27.48,0.01,0.22
138000,34.50,69.75,75.50,84.00,208.50,27.48,0.01,0.22
138500,34.50,69.75,75.25,84.00,208.25,26.48,0.01,0.20
139000,34.50,69.75,75.50,84.00,208.00,26.48,0.01,0.20
139500,34.50,69.50,75.25,84.00,208.00,27.66,0.01,0.23
140000,34.50,69.75,75.25,84.00,207.50,27.66,0.01,0.23
140500,34.50,69.50,75.25,84.00,207.50,27.24,0.01,0.23
141000,34.50,69.50,75.25,83.75,207.25,27.24,0.01,0.23
141500,34.50,69.50,75.25,83.75,206.75,28.53,0.01,0.21
142000,34.50,69.50,75.25,83.75,206.75,28.53,0.01,0.21
142500,34.50,69.50,75.25,83.75,206.50,27.70,0.01,0.19
143000,34.50,69.50,75.25,83.75,206.25,27.70,0.01,0.19
143500,34.50,69.50,75.25,83.75,206.00,27.06,0.01,0.20
144000,34.50,69.50,75.00,83.75,205.75,27.06,0.01,0.20
144500,34.50,69.25,75.25,83.75,205.75,26.86,0.01,0.18
145000,34.50,69.25,75.25,83.75,205.50,26.86,0.01,0.18
145500,34.75,69.25,75.25,83.50,205.25,26.99,0.01,0.23
146000,34.50,69.25,75.25,83.75,205.00,26.99,0.01,0.23
146500,34.50,69.25,75.00,83.50,204.75,28.08,0.01,0.20
147000,34.50,69.25,75.25,83.50,204.50,28.08,0.01,0.20
147500,34.75,69.25,75.00,83.50,204.25,27.10,0.01,0.21
148000,34.50,69.25,75.00,83.50,204.00,27.10,0.01,0.21
148500,34.75,69.25,75.00,83.50,204.00,27.73,0.01,0.20
149000,34.50,69.25,75.00,83.50,203.50,27.73,0.01,0.20
149500,34.75,69.25,75.00,83.50,203.50,27.18,0.01,0.18
150000,34.75,69.25,75.00,83.50,203.25,27.18,0.01,0.18
150500,34.75,69.00,75.00,83.50,203.00,28.45,0.01,0.19
151000,34.75,69.00,75.00,83.50,202.75,28.45,0.01,0.19
151500,34.75,69.00,75.00,83.25,202.50,27.32,0.01,0.15
152000,34.75,69.00,75.00,83.25,202.50,27.32,0.01,0.15
152500,34.75,69.00,74.75,83.25,202.25,27.82,0.01,0.21
153000,34.75,69.00,75.00,83.50,202.00,27.82,0.01,0.21
153500,34.75,69.00,74.75,83.25,201.75,28.06,0.01,0.19
154000,34.75,69.00,74.75,83.25,201.50,28.06,0.01,0.19
154500,34.75,69.00,74.75,83.25,201.25,26.99,0.01,0.20
155000,34.75,69.00,74.75,83.25,201.25,26.99,0.01,0.20
155500,34.75,68.75,74.75,83.25,200.75,27.68,0.01,0.20
156000,34.75,69.00,74.75,83.25,200.75,27.68,0.01,0.20
156500,34.75,69.00,74.75,83.25,200.50,27.17,0.01,0.20
157000,34.75,69.00,74.75,83.25,200.25,27.17,0.01,0.20
157500,34.75,68.75,74.75,83.25,200.00,28.77,0.01,0.19
158000,34.75,68.75,74.75,83.25,199.75,28.77,0.01,0.19
158500,34.75,68.75,74.75,83.25,199.50,26.97,0.01,0.19
159000,34.75,68.75,74.75,83.00,199.25,26.97,0.01,0.19
159500,34.75,68.75,74.75,83.00,199.25,28.37,0.01,0.20
160000,34.75,68.75,74.75,83.00,199.00,28.37,0.01,0.20
160500,34.75,68.75,74.75,83.00,198.75,26.92,0.01,0.21
161000,34.75,68.75,74.50,83.00,198.50,26.92,0.01,0.21
161500,34.75,68.75,74.50,83.00,198.50,27.85,0.01,0.20
162000,34.75,68.75,74.50,83.00,198.25,27.85,0.01,0.20
162500,34.75,68.75,74.50,83.00,198.00,27.87,0.01,0.20
163000,34.75,68.75,74.50,83.00,197.75,27.87,0.01,0.20
163500,34.75,68.50,74.50,83.00,197.50,26.90,0.01,0.20
164000,34.75,68.50,74.50,83.00,197.50,26.90,0.01,0.20
164500,35.00,68.50,74.50,82.75,197.00,26.96,0.01,0.20
165000,35.00,68.50,74.50,82.75,197.00,26.96,0.01,0.20
165500,35.00,68.50,74.50,82.75,196.75,27.27,0.01,0.16
166000,35.00,68.50,74.50,82.75,196.50,27.27,0.01,0.16
166500,35.00,68.50,74.50,82.75,196.25,28.28,0.01,0.19
167000,35.00,68.50,74.50,82.75,196.25,28.28,0.01,0.19
167500,35.00,68.50,74.50,82.75,196.00,27.65,0.01,0.18
168000,35.00,68.50,74.25,82.75,195.75,27.65,0.01,0.18
168500,35.00,68.50,74.25,82.75,195.50,28.26,0.01,0.22
169000,35.00,68.50,74.50,82.75,195.50,28.26,0.01,0.22
169500,35.00,68.25,74.25,82.75,195.25,27.05,0.01,0.19
170000,35.00,68.50,74.25,82.75,195.00,27.05,0.01,0.19
170500,35.00,68.25,74.25,82.50,194.75,28.08,0.01,0.18
171000,35.00,68.50,74.25,82.50,194.50,28.08,0.01,0.18
171500,35.00,68.50,74.25,82.50,194.50,27.97,0.01,0.24
172000,35.00,68.50,74.25,82.50,194.25,27.97,0.01,0.24
172500,35.00,68.25,74.25,82.50,194.00,27.74,0.01,0.17
173000,35.25,68.25,74.25,82.50,193.75,27.74,0.01,0.17
173500,35.00,68.25,74.25,82.50,193.75,27.63,0.01,0.20
174000,35.00,68.25,74.25,82.50,193.25,27.63,0.01,0.20
174500,35.00,68.25,74.25,82.50,193.25,27.16,0.01,0.17
175000,35.00,68.25,74.25,82.50,193.00,27.16,0.01,0.17
175500,35.00,68.25,74.25,82.50,193.00,27.62,0.01,0.18
176000,35.00,68.25,74.00,82.50,192.75,27.62,0.01,0.18
176500,35.00,68.25,74.00,82.50,192.50,27.09,0.01,0.19
177000,35.00,68.25,74.25,82.50,192.25,27.09,0.01,0.19
177500,35.00,68.25,74.00,82.25,192.25,27.89,0.01,0.16
178000,35.25,68.25,74.00,82.25,191.75,27.89,0.01,0.16
178500,35.00,68.25,74.00,82.25,191.75,27.76,0.01,0.22
179000,35.25,68.25,74.00,82.25,191.50,27.76,0.01,0.22
179500,35.25,68.25,74.00,82.25,191.25,27.90,0.01,0.19
180000,35.25,68.00,74.00,82.25,191.00,27.90,0.01,0.19
180500,35.25,68.00,74.00,82.25,191.00,27.60,0.01,0.23
181000,35.00,68.00,74.00,82.25,190.75,27.60,0.01,0.23
181500,35.00,68.00,74.00,82.25,190.50,27.21,0.01,0.16
182000,35.25,68.00,74.00,82.25,190.25,27.21,0.01,0.16
182500,35.25,68.00,73.75,82.25,190.25,28.23,0.01,0.21
183000,35.25,68.00,74.00,82.00,190.00,28.23,0.01,0.21
183500,35.25,68.00,74.00,82.00,189.75,27.45,0.01,0.19
184000,35.25,68.00,74.00,82.25,189.75,27.45,0.01,0.19
184500,35.25,68.00,73.75,82.00,189.50,28.00,0.01,0.23
185000,35.25,68.00,73.75,82.00,189.25,28.00,0.01,0.23
185500,35.25,68.00,73.75,82.00,189.00,27.42,0.01,0.21
186000,35.25,68.00,73.75,82.00,189.00,27.42,0.01,0.21
186500,35.25,68.00,73.75,82.00,188.75,28.72,0.01,0.22
187000,35.25,68.00,73.75,82.00,188.50,28.72,0.01,0.22
187500,35.25,67.75,73.75,82.00,188.25,27.29,0.01,0.23
188000,35.25,67.75,73.75,82.00,188.25,27.29,0.01,0.23
188500,35.25,67.75,73.75,82.00,188.00,28.16,0.01,0.21
189000,35.25,67.75,73.75,82.00,187.75,28.16,0.01,0.21
189500,35.25,67.75,73.75,81.75,187.50,27.50,0.01,0.18
190000,35.25,67.75,73.75,82.00,187.50,27.50,0.01,0.18
190500,35.25,67.75,73.75,81.75,187.25,27.75,0.01,0.17
191000,35.25,67.75,73.75,81.75,187.25,27.75,0.01,0.17
191500,35.25,67.75,73.75,81.75,187.00,28.70,0.01,0.20
192000,35.25,67.75,73.75,81.75,186.75,28.70,0.01,0.20
192500,35.25,67.75,73.75,81.75,186.50,27.41,0.01,0.21
193000,35.25,67.75,73.50,81.75,186.25,27.41,0.01,0.21
193500,35.25,67.50,73.50,81.75,186.25,28.61,0.01,0.17
194000,35.25,67.50,73.50,81.75,186.00,28.61,0.01,0.17
194500,35.25,67.50,73.50,81.75,185.75,27.21,0.01,0.16
195000,35.25,67.50,73.50,81.75,185.50,27.21,0.01,0.16
195500,35.25,67.50,73.50,81.75,185.50,28.65,0.01,0.18
196000,35.25,67.50,73.50,81.75,185.25,28.65,0.01,0.18
196500,35.50,67.50,73.50,81.75,185.00,26.95,0.01,0.18
197000,35.25,67.50,73.50,81.75,185.00,26.95,0.01,0.18
197500,35.25,67.50,73.50,81.50,184.75,26.91,0.01,0.21
198000,35.25,67.50,73.25,81.50,184.50,26.91,0.01,0.21
198500,35.50,67.50,73.50,81.50,184.50,27.26,0.01,0.20
