Time_ms,TC1_C,TC2_C,TC3_C,TC4_C,TC5_C
147500,29.50,34.75,36.75,36.50,35.50
148000,29.50,34.75,36.75,36.25,35.25
148500,29.50,34.75,36.75,36.25,35.25
149000,29.50,35.00,36.75,36.50,35.25
149500,29.50,34.75,36.75,36.50,35.25
150000,29.50,34.75,36.75,36.25,35.50
150500,29.50,34.75,36.50,36.25,35.25
151000,29.50,34.75,36.75,36.25,35.25
151500,29.50,34.75,36.50,36.50,35.25
152000,29.50,34.75,36.75,36.25,35.25
152500,29.50,34.75,36.50,36.25,35.50
153000,29.50,34.75,36.75,36.50,35.25
153500,29.25,34.75,36.50,36.25,35.25
154000,29.50,34.75,36.50,36.25,35.25
154500,29.50,34.75,36.50,36.25,35.50
155000,29.50,34.75,36.75,36.25,35.25
155500,29.50,34.75,36.50,36.25,35.25
156000,29.50,34.75,36.50,36.25,35.25
156500,29.25,34.75,36.75,36.25,35.25
157000,29.50,34.75,36.50,36.25,35.25
157500,29.50,34.75,36.50,36.25,35.25
158000,29.50,34.75,36.50,36.25,35.25
158500,29.50,34.75,36.50,36.50,35.25
159000,29.50,34.75,36.50,36.25,35.25
159500,29.50,34.75,36.50,36.25,35.25
160000,29.50,34.75,36.50,36.25,35.25
160500,29.50,34.75,36.50,36.25,35.25
161000,29.50,34.75,36.75,36.25,35.25
161500,29.50,34.75,36.50,36.25,35.25
162000,29.50,34.75,36.50,36.25,35.25
162500,29.50,34.75,36.50,36.25,35.25
163000,29.50,34.75,36.50,36.25,35.25
163500,29.50,34.75,36.50,36.25,35.25
164000,29.50,34.75,36.50,36.25,35.25
164500,29.50,34.75,36.50,36.25,35.25
165000,29.50,34.75,36.50,36.25,35.25
165500,29.50,34.75,36.50,36.25,35.25
166000,29.50,34.75,36.50,36.25,35.25
166500,29.50,34.75,36.50,36.25,35.25
167000,29.50,34.75,36.50,36.25,35.25
167500,29.50,34.75,36.50,36.25,35.25
168000,29.50,34.75,36.50,36.50,35.25
168500,29.50,34.75,36.50,36.25,35.25
169000,29.50,34.75,36.50,36.25,35.25
169500,29.50,34.75,36.50,36.25,35.25
170000,29.25,34.75,36.50,36.25,35.25
170500,29.50,34.75,36.50,36.25,35.25
171000,29.50,34.75,36.50,36.25,35.25
171500,29.50,34.75,36.50,36.25,35.25
172000,29.50,34.75,36.50,36.25,35.25
172500,29.50,34.75,36.50,36.25,35.25
173000,29.50,34.75,36.50,36.25,35.25
173500,29.50,34.75,36.50,36.25,35.25
174000,29.50,34.75,36.50,36.25,35.25
174500,29.25,34.75,36.50,36.25,35.25
175000,29.50,34.75,36.50,36.25,35.25
175500,29.50,34.75,36.50,36.25,35.25
176000,29.50,34.75,36.50,36.25,35.25
176500,29.25,34.75,36.50,36.25,35.25
177000,29.50,34.75,36.50,36.25,35.25
177500,29.50,34.75,36.50,36.25,35.25
178000,29.50,34.75,36.50,36.25,35.25
178500,29.25,34.75,36.50,36.25,35.25
179000,29.25,34.75,36.50,36.25,35.25
179500,29.50,34.75,36.50,36.25,35.25
180000,29.25,34.75,36.50,36.25,35.25
180500,29.25,34.75,36.50,36.25,35.25
181000,29.25,34.75,36.50,36.25,35.25
181500,29.25,34.75,36.50,36.25,35.25
182000,29.25,34.75,36.50,36.25,35.25
182500,29.25,34.75,36.50,36.25,35.25
183000,29.25,34.75,36.50,36.25,35.25
183500,29.50,34.75,36.50,36.25,35.25
184000,29.50,34.75,36.50,36.25,35.25
184500,29.50,34.75,36.50,36.25,35.25
185000,29.50,34.75,36.50,36.25,35.25
185500,29.25,34.75,36.50,36.25,35.25
186000,29.25,34.75,36.50,36.25,35.25
186500,29.25,34.75,36.50,36.25,35.25
187000,29.50,34.75,36.50,36.25,35.25
187500,29.50,34.75,36.25,36.25,35.25
188000,29.25,34.75,36.50,36.25,35.25
188500,29.50,34.75,36.50,36.25,35.25
189000,29.50,34.75,36.50,36.25,35.00
189500,29.50,34.75,36.50,36.00,35.25
190000,29.25,34.75,36.50,36.25,35.25
190500,29.50,34.75,36.50,36.25,35.00
191000,29.25,34.75,36.50,36.25,35.00
191500,29.50,34.75,36.50,36.25,35.00
192000,29.25,34.50,36.50,36.25,35.25
192500,29.25,34.75,36.50,36.00,35.00
193000,29.25,34.50,36.50,36.25,35.25
193500,29.25,34.75,36.50,36.00,35.25
194000,29.50,34.50,36.50,36.25,35.25
194500,29.50,34.75,36.50,36.25,35.25
195000,29.25,34.50,36.50,36.25,35.00
195500,29.50,34.50,36.50,36.00,35.00
196000,29.25,34.50,36.50,36.00,35.25
196500,29.25,34.50,36.50,36.25,35.00
197000,29.25,34.50,36.50,36.25,35.25
197500,29.25,34.50,36.50,36.00,35.25
198000,29.25,34.50,36.25,36.00,35.25
198500,29.50,34.75,36.50,36.25,35.25
199000,29.50,34.50,36.50,36.25,35.00
199500,29.25,34.50,36.50,36.00,35.25
200000,29.25,34.50,36.50,36.00,35.00
200500,29.25,34.75,36.50,36.00,35.00
201000,29.25,34.50,36.50,36.00,35.00
201500,29.25,34.50,36.50,36.00,35.00
202000,29.25,34.50,36.25,36.25,35.00
202500,29.25,34.50,36.50,36.25,35.00
203000,29.50,34.75,36.50,36.00,35.25
203500,29.25,34.50,36.50,36.00,35.00
204000,29.25,34.50,36.50,36.00,35.00
204500,29.25,34.50,36.50,36.00,35.00
205000,29.25,34.50,36.50,36.00,35.00
205500,29.25,34.75,36.50,36.00,35.00
206000,29.25,34.75,36.25,36.00,35.25
206500,29.25,34.50,36.25,36.25,35.00
207000,29.25,34.50,36.50,36.00,35.00
207500,29.25,34.50,36.25,36.00,35.00
208000,29.25,34.50,36.50,36.00,35.00
208500,29.50,34.50,36.25,36.00,35.00
209000,29.25,34.50,36.25,36.00,35.00
209500,29.25,34.50,36.50,36.00,35.00
210000,29.25,34.50,36.50,36.00,35.00
210500,29.25,34.50,36.25,36.00,35.00
211000,29.25,34.50,36.50,36.00,35.00
211500,29.25,34.50,36.50,36.00,35.00
212000,29.25,34.50,36.50,36.25,35.00
212500,29.25,34.50,36.50,36.00,35.00
213000,29.25,34.50,36.25,36.00,35.00
213500,29.25,34.50,36.25,36.00,35.00
214000,29.25,34.50,36.25,36.00,35.00
214500,29.25,34.50,36.50,36.00,35.00
215000,29.25,34.50,36.50,36.00,35.00
215500,29.25,34.50,36.25,36.00,35.00
216000,29.25,34.50,36.25,36.00,35.00
216500,29.25,34.50,36.25,36.00,35.00
217000,29.25,34.50,36.50,36.00,35.00
217500,29.25,34.50,36.25,36.00,35.00
218000,29.25,34.50,36.50,36.00,35.00
218500,29.25,34.50,36.50,36.00,35.00
219000,29.25,34.50,36.50,36.00,35.00
219500,29.25,34.50,36.25,36.00,35.00
220000,29.25,34.50,36.50,36.00,35.00
220500,29.25,34.50,36.25,36.00,35.00
221000,29.25,34.50,36.25,36.00,35.00
221500,29.25,34.50,36.25,36.00,35.00
222000,29.25,34.50,36.25,36.00,35.00
222500,29.25,34.50,36.25,36.00,35.00
223000,29.25,34.50,36.50,36.00,35.00
223500,29.25,34.50,36.50,36.00,35.00
224000,29.25,34.50,36.25,36.00,35.00
224500,29.25,34.50,36.25,36.00,35.00
225000,29.25,34.50,36.25,36.00,35.00
225500,29.25,34.50,36.25,36.00,35.00
226000,29.25,34.50,36.25,36.00,35.00
226500,29.25,34.50,36.25,36.00,35.00
227000,29.25,34.50,36.25,36.00,34.75
227500,29.25,34.50,36.50,36.00,35.00
228000,29.25,34.50,36.25,36.00,35.00
228500,29.25,34.50,36.25,36.00,35.00
229000,29.25,34.50,36.25,36.00,35.00
229500,29.25,34.50,36.25,36.00,34.75
230000,29.25,34.50,36.25,36.00,34.75
230500,29.25,34.50,36.25,36.00,35.00
231000,29.25,34.50,36.25,36.00,34.75
231500,29.25,34.50,36.25,36.00,35.00
232000,29.25,34.50,36.25,36.00,35.00
232500,29.25,34.50,36.25,36.00,35.00
233000,29.25,34.50,36.25,36.00,35.00
233500,29.25,34.50,36.25,36.00,35.00
234000,29.25,34.50,36.25,36.00,34.75
234500,29.25,34.50,36.25,36.00,35.00
235000,29.25,34.50,36.25,36.00,34.75
235500,29.25,34.50,36.25,36.00,35.00
236000,29.25,34.50,36.25,36.00,34.75
236500,29.25,34.50,36.25,36.00,34.75
237000,29.25,34.50,36.25,36.00,34.75
237500,29.25,34.50,36.25,36.00,35.00
238000,29.25,34.50,36.25,36.00,34.75
238500,29.25,34.50,36.25,36.00,35.00
239000,29.25,34.50,36.25,36.00,35.00
239500,29.25,34.50,36.25,36.00,34.75
240000,29.25,34.50,36.25,36.00,34.75
240500,29.25,34.50,36.25,36.00,34.75
241000,29.25,34.50,36.25,36.00,34.75
241500,29.25,34.50,36.25,36.00,34.75
242000,29.25,34.50,36.25,36.00,34.75
242500,29.25,34.50,36.25,36.00,35.00
243000,29.25,34.50,36.25,36.00,34.75
243500,29.25,34.50,36.25,36.00,34.75
244000,29.25,34.50,36.25,36.00,35.00
244500,29.25,34.50,36.25,36.00,35.00
245000,29.25,34.50,36.25,36.00,34.75
245500,29.25,34.50,36.25,35.75,34.75
246000,29.25,34.50,36.25,36.00,34.75
246500,29.25,34.50,36.25,36.00,34.75
247000,29.25,34.50,36.25,36.00,34.75
247500,29.25,34.50,36.25,36.00,34.75
248000,29.25,34.50,36.25,36.00,34.75
