insulation_to_air_overall_heat_transfer_coefficient_to_environment,pipe_endcaps_to_air_thermal_conductance,heater_weight_1,heater_weight_2,heater_weight_3,heater_weight_4,fluid_to_steel_pipe_convective_heat_transfer_coefficient,steel_thermal_mass_multiplier,TC1_thermal_resistance,TC2_thermal_resistance,TC3_thermal_resistance,TC4_thermal_resistance,TC5_thermal_resistance
3.9215249544953634,0.21843778568123667,0.04233643564131222,0.6599848372698764,0.4480116180759421,0.007962092313654773,61.49737866475787,3.7753230723789706,28.129313413301414,97.1810904949918,91.60608551471157,57.90696805772799,67.15056955503321
