loss,overall_heat_transfer_coefficient_to_environment
656.1014211102688,0.595
416.2392345408925,9.971615139248302
416.236190795891,9.976320717705157
416.2359826933349,9.976698805669237
416.235981975753,9.976700132604995
416.20045627956307,9.976700132604995
416.1646959111001,9.999926980909706
416.16464715088875,9.999975012081773
416.1646464193934,9.999976284346769
416.16464631770737,9.999976475929913
416.1646463176334,9.999976476027111
416.16444860707617,9.999976476027111
416.1644125613162,9.999999975056728
416.1644125602109,9.999999975705379
416.16441256221754,9.999999976474278
416.1644122020411,9.999999976474278
416.16441216477557,9.999999999936678
416.164412164735,9.999999999976469
416.1644121647399,9.999999999976476
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,0.595
1.0e10,2.520617974368877
1.0e10,3.390054628018596
1.0e10,9.159162386504862
1.0e10,3.1688138356632356
1.0e10,8.03722237545622
1.0e10,8.733812807577463
1.0e10,2.569905194217018
1.0e10,2.318347578874796
1.0e10,0.5
1.0e10,3.378613611277416
1.0e10,0.7761108860318161
1.0e10,6.977906288709616
1.0e10,7.370676575263833
1.0e10,5.892969225058518
1.0e10,2.228818614576422
1.0e10,6.99703883590201
1.0e10,8.482876290625384
1.0e10,4.342928434708405
1.0e10,4.5528922200856385
1.0e10,6.611350250464629
1.0e10,4.083659068939362
1.0e10,3.1366566130822955
1.0e10,3.78498913024607
1.0e10,8.393689650693464
1.0e10,7.016040255863322
1.0e10,9.10541557828569
1.0e10,8.277840910566553
1.0e10,8.1102578926623
