loss,overall_heat_transfer_coefficient_to_environment,heater_weight_1,heater_weight_2
1.0e10,1.5958817090469413,0.4789926092576607,0.6245973956383329
1.0e10,3.8305415107637057,0.4456268601543717,0.7465305360862741
1.0e10,4.465429868783859,0.09451727599894724,0.6788541553221826
1.0e10,2.9487954258596547,0.5199477664670844,0.05036409655525439
1.0e10,5.451836511408807,0.012919312828076046,0.7006101713671281
1.0e10,6.5870674450141,0.29505333138978235,0.36605023688673416
1.0e10,2.191982346936008,0.1445113537118962,0.19547483479923086
1.0e10,9.088509605063628,0.3456328504525262,0.19753879109451836
1.0e10,4.016840301895923,0.7663615021248854,0.7253742024175689
1.0e10,8.154703317068677,0.07251832300456194,0.4934763688727112
1.0e10,1.1694352251169886,0.17610471590891058,0.2311758383022728
1.0e10,4.520316413555776,0.7263559080156463,0.6898060833172959
1.0e10,9.948492217691166,0.8159862334464766,0.8623873508468187
1.0e10,0.684220400935441,0.19236705737174162,0.8046428700178606
1.0e10,8.72286197094837,0.27545530212157787,0.6822741263706742
1.0e10,8.661353442341234,0.3345345395180616,0.32750071705339634
1.0e10,8.865986796929777,0.872152403408805,0.05979314506279835
1.0e10,8.661353442341234,0.3345345395180616,0.32750071705339634
1.0e10,8.865986796929777,0.872152403408805,0.05979314506279835
1.0e10,0.47156977036703324,0.5076225315999041,0.07018606598758834
1.0e10,8.661353442341234,0.3345345395180616,0.32750071705339634
1.0e10,8.075492624376464,0.19470506144253488,0.0018466780152436148
1.0e10,8.661353442341234,0.3345345395180616,0.32750071705339634
1.0e10,8.075492624376464,0.19470506144253488,0.0018466780152436148
1.0e10,8.661353442341234,0.3345345395180616,0.32750071705339634
1.0e10,8.075492624376464,0.19470506144253488,0.0018466780152436148
1.0e10,3.2011520087249496,0.4876897736788657,0.2418726576082368
1.0e10,8.075492624376464,0.19470506144253488,0.0018466780152436148
1.0e10,1.8481155146147576,0.12776214746637513,0.18707042387778883
1.0e10,2.192485960537811,0.3113711087027738,0.06405720911837111
1.0e10,8.075492624376464,0.19470506144253488,0.0018466780152436148
1.0e10,7.762356645070728,0.9135154337672251,0.4290711914984969
1.0e10,8.075492624376464,0.19470506144253488,0.0018466780152436148
1.0e10,3.5058071992298023,0.47888606567687436,0.9886876225106482
1.0e10,8.661353442341234,0.3345345395180616,0.32750071705339634
1.0e10,8.661353442341234,0.3345345395180616,0.32750071705339634
