loss,insulation_to_air_overall_heat_transfer_coefficient_to_environment,pipe_endcaps_to_air_thermal_conductance,heater_weight_1,heater_weight_2
39552.46675896244,4.887761096519963,67.05591279928815,0.26461236924125586,0.7386078035465589
39552.46675896244,4.887761096519963,67.05591279928815,0.26461236924125586,0.7386078035465589
39552.46675896244,4.887761096519963,67.05591279928815,0.26461236924125586,0.7386078035465589
39552.46675896244,4.887761096519963,67.05591279928815,0.26461236924125586,0.7386078035465589
39552.46675896244,4.887761096519963,67.05591279928815,0.26461236924125586,0.7386078035465589
39408.46393863558,5.588931519180347,91.11274092424257,0.14131563733145866,0.5919298163965434
29942.56908819621,0.9378057809917785,54.72000315179716,0.4024616494287837,0.4833421066137144
29942.56908819621,0.9378057809917785,54.72000315179716,0.4024616494287837,0.4833421066137144
29942.56908819621,0.9378057809917785,54.72000315179716,0.4024616494287837,0.4833421066137144
29942.56908819621,0.9378057809917785,54.72000315179716,0.4024616494287837,0.4833421066137144
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
25148.633506068272,0.0012145330267372566,50.0,0.2026998145172308,0.5957961636697773
38641.635524126206,4.55974846730008,67.31171289956758,0.18305401662636508,0.6170971222375301
38641.635524126206,4.55974846730008,67.31171289956758,0.18305401662636508,0.6170971222375301
38641.635524126206,4.55974846730008,67.31171289956758,0.18305401662636508,0.6170971222375301
38641.635524126206,4.55974846730008,67.31171289956758,0.18305401662636508,0.6170971222375301
29582.70449539598,0.8297115285932744,44.67302445548087,0.33080083039483327,0.6677278407095535
29582.70449539598,0.8297115285932744,44.67302445548087,0.33080083039483327,0.6677278407095535
29582.70449539598,0.8297115285932744,44.67302445548087,0.33080083039483327,0.6677278407095535
29582.70449539598,0.8297115285932744,44.67302445548087,0.33080083039483327,0.6677278407095535
29582.70449539598,0.8297115285932744,44.67302445548087,0.33080083039483327,0.6677278407095535
29582.70449539598,0.8297115285932744,44.67302445548087,0.33080083039483327,0.6677278407095535
29582.70449539598,0.8297115285932744,44.67302445548087,0.33080083039483327,0.6677278407095535
29582.70449539598,0.8297115285932744,44.67302445548087,0.33080083039483327,0.6677278407095535
