loss,overall_heat_transfer_coefficient_to_environment
923.9380203827885,0.0010000000000000002
923.8423497391115,0.001149756995397736
923.7323848688426,0.0013219411484660293
923.6059956568763,0.0015199110829529337
923.4607365399709,0.0017475284000076838
923.2938001770101,0.0020092330025650467
923.1019647182474,0.002310129700083159
922.8815337395541,0.0026560877829466855
922.6282675581292,0.003053855508833417
922.3373052815418,0.003511191734215133
922.0030760919774,0.004037017258596557
921.6191986701338,0.004641588833612781
921.1783675255026,0.005336699231206311
920.6722242248378,0.006135907273413174
920.0912434979884,0.007054802310718644
919.4245377239874,0.008111308307896872
918.659607498874,0.0093260334688322
917.7822580565445,0.010722672220103232
916.7763313333783,0.01232846739442066
915.62346339379,0.01417474162926805
913.8941575523384,0.016297508346206437
912.3819238924906,0.018738174228603844
910.6516552045632,0.02154434690031884
908.6733393163756,0.02477076355991711
906.4132817616612,0.028480358684358015
903.8337963762143,0.032745491628777296
900.8929189612902,0.03764935806792469
887.1847133771155,0.04328761281083059
883.4830953588541,0.049770235643321115
879.2809788349523,0.05722367659350218
874.5194970686623,0.0657933224657568
869.1350247452314,0.07564633275546288
863.0610806156868,0.08697490026177836
856.228265822287,0.10000000000000002
848.5655470518515,0.1149756995397736
840.0022366874716,0.13219411484660293
830.4703870654653,0.1519911082952934
819.9078240970045,0.17475284000076838
808.2618480903838,0.20092330025650473
795.4934014028107,0.231012970008316
783.6008836650649,0.2656087782946686
753.891802858945,0.30538555088334157
738.2310743223782,0.35111917342151316
724.6018218293364,0.40370172585965547
695.4423518654464,0.4641588833612779
677.2724453661305,0.533669923120631
658.7159270518229,0.6135907273413174
639.6888273324649,0.7054802310718643
620.4992555874866,0.8111308307896871
587.6731562364187,0.9326033468832199
566.904801736428,1.0722672220103233
549.6939101683841,1.2328467394420661
530.1042097484216,1.4174741629268053
508.875754277825,1.6297508346206442
495.7344093625541,1.873817422860384
483.53059427809836,2.154434690031884
472.45816032542746,2.477076355991711
461.3880077508785,2.8480358684358014
456.84632037434125,3.274549162877728
449.02702880225314,3.7649358067924683
442.1390276672617,4.328761281083058
438.81849937911056,4.97702356433211
433.26586484025336,5.722367659350217
428.3066917118466,6.57933224657568
424.1917229684867,7.564633275546288
420.96012811883946,8.697490026177832
418.08492760622005,9.999999999999998
429.007304328537,11.497569953977354
426.6656806789908,13.219411484660291
425.20325176885194,15.199110829529337
423.6905517949013,17.475284000076837
422.4347376683748,20.09233002565047
421.57437961388524,23.101297000831593
420.5933444261509,26.560877829466857
419.8860934476104,30.538555088334146
418.9034656533914,35.111917342151315
418.42360902876925,40.37017258596555
418.0078784118733,46.415888336127786
417.6540603382671,53.36699231206309
418.9156227501997,61.35907273413174
418.71880623777025,70.54802310718644
418.5416141839879,81.11308307896871
418.3921894293388,93.26033468832199
418.26637424868704,107.22672220103232
418.159801924604,123.2846739442066
418.06931118719757,141.7474162926805
417.9923093831554,162.9750834620644
417.9266466273184,187.38174228603836
417.8705412656048,215.44346900318828
417.8225131510242,247.70763559917097
417.7813291021306,284.80358684358004
417.74595847364685,327.4549162877727
417.7155372366049,376.4935806792469
417.68933921830853,432.8761281083059
417.66675199146806,497.70235643321115
417.6472576747118,572.2367659350217
417.63041716958463,657.933224657568
417.61585722285764,756.4633275546288
417.6032598105627,869.7490026177832
417.5923533508564,999.9999999999998
