loss,overall_heat_transfer_coefficient_to_environment,heater_weight_1,heater_weight_2
1.0e10,308.12364145238126,0.005324022398050877,0.8144926606081083
1.0e10,120.23021688588956,0.39785558123400266,0.06591276860434797
1.0e10,1.0,0.2,0.4
1.0e10,125.66669753943958,0.9101942136662197,0.11672452193892932
1.0e10,179.20331374241292,0.30520828693823704,0.64286512345351
1.0e10,836.0012397136531,0.3609429933754195,0.04725352929835508
42987.720610054595,37.07399607449352,0.4959342541241199,0.16628942040582517
1.0e10,539.1683157008264,0.9434016076000659,0.5329719069155368
42987.720610054595,37.07399607449352,0.4959342541241199,0.16628942040582517
1.0e10,870.7494513327975,0.4227876444759491,0.891658085122647
1.0e10,585.335344360475,0.5344560542811546,0.8236701295513384
1.0e10,201.62587015893197,0.2758257928870287,0.7536036910627516
1.0e10,584.4655539933773,0.629816090090283,0.16171175225297776
1.0e10,878.8896417157171,0.6684130826682942,0.6329985603590088
1.0e10,776.6633035477284,0.590547848170989,0.7140802604650901
1.0e10,1.0,0.2,0.4
1.0e10,544.1599169807857,0.25794064522425947,0.20804646128839382
1.0e10,377.88729711219946,0.176005256959084,0.5976916560451565
1.0e10,840.9604778959472,0.2661091574116478,0.0027495619125634083
1.0e10,422.807309654609,0.5776760164975813,0.5832975213532631
1.0e10,651.5621392619445,0.47242105952395524,0.8329648832848492
1.0e10,595.1783535230268,0.5592386553165157,0.7639853301098478
1.0e10,740.1193986507166,0.8087644049659921,0.845647260049799
1.0e10,157.05756269254314,0.7053674113203667,0.506486578043252
1.0e10,694.8019664359529,0.19270844061996104,0.8139611619185482
1.0e10,49.57808552613423,0.15862185768144665,0.7302518754904909
1.0e10,744.3894153307282,0.1653831638194693,0.10080640897599405
1.0e10,171.78402401818735,0.3477592737220711,0.6828673221832541
1.0e10,850.119653921255,0.12196733791772274,0.9946224584393235
1.0e10,209.8647125205993,0.8904917401490878,0.7440463061993348
1.0e10,781.8781125735233,0.7997198726118251,0.22827515984496402
1.0e10,171.78402401818735,0.3477592737220711,0.6828673221832541
1.0e10,850.119653921255,0.12196733791772274,0.9946224584393235
1.0e10,326.3668240133263,0.022630295914209064,0.8009656534024981
1.0e10,850.119653921255,0.12196733791772274,0.9946224584393235
1.0e10,804.3886399614356,0.9297561108378671,0.5010718191987761
1.0e10,209.8647125205993,0.8904917401490878,0.7440463061993348
1.0e10,850.119653921255,0.12196733791772274,0.9946224584393235
1.0e10,850.119653921255,0.12196733791772274,0.9946224584393235
1.0e10,285.55541188211475,0.7244835070014837,0.7189237240243108
1.0e10,850.119653921255,0.12196733791772274,0.9946224584393235
1.0e10,209.8647125205993,0.8904917401490878,0.7440463061993348
