loss,overall_heat_transfer_coefficient_to_environment,heater_weight_1,heater_weight_2
39838.30372466067,8.70830994132259,0.5930194052019695,0.7921388866670829
33715.3849432108,2.4698150083611266,0.4524567920521193,0.9421745536255153
17289.07078594399,0.46308447794710106,0.030406046502898906,0.7397264529378207
15951.775935297394,0.20723126617240448,0.07044742177085472,0.7921388866670829
15951.775935297394,0.20723126617240448,0.07044742177085472,0.7921388866670829
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14648.043060695916,0.11882464316472287,0.05272232434835575,0.6991810367824159
14623.593621427803,0.04368716576380999,0.44098760977237605,0.45670557782120336
14066.546405736653,0.18196520756312706,0.24079302503343294,0.4713692142467262
14066.546405736653,0.18196520756312706,0.24079302503343294,0.4713692142467262
14066.546405736653,0.18196520756312706,0.24079302503343294,0.4713692142467262
14069.358003466048,0.18196520756312706,0.24079302503343294,0.4713692142467262
12493.450591575593,0.16477724191637225,0.24575698681651212,0.5597942687897989
11638.43987123684,0.09276577731907186,0.1746228870007866,0.5942722501438308
11496.947907132935,0.0012087627998667305,0.17436285372634466,0.5927235787289606
11113.169731378925,0.001145287757138596,0.17451049983999486,0.592614804212786
11042.75987672346,0.001144817120718734,0.17454034141809333,0.5925926030285511
10916.678262485635,0.0012145330268624867,0.20269981451586844,0.595796163670153
10916.678262484533,0.0012145330268623009,0.20269981451586702,0.595796163670152
10916.678262504742,0.0012145330267372566,0.2026998145172308,0.5957961636697773
