insulation_to_air_overall_heat_transfer_coefficient_to_environment,pipe_endcaps_to_air_thermal_conductance,heater_weight_1,heater_weight_2,heater_weight_3,heater_weight_4,fluid_to_steel_pipe_convective_heat_transfer_coefficient,steel_thermal_mass_multiplier,TC1_thermal_resistance,TC2_thermal_resistance,TC3_thermal_resistance,TC4_thermal_resistance,TC5_thermal_resistance
0.4055158193977433,0.49932462378728537,0.06728217161894057,0.2323239425794256,0.31160742389943263,0.46367844468599706,34.29281343252844,2.5780844682515482,68.51914705578082,195.16805450015954,129.78054246870073,157.87722864395607,21.658473286372
