Time_ms,TC1_C,TC2_C,TC3_C,TC4_C,TC5_C,V_RMS,I_RMS,Wattage
27500,173.50,348.25,418.00,475.50,337.00,55.71,0.28,15.75
28000,173.25,347.75,418.00,475.25,339.75,55.71,0.28,15.75
28500,172.75,347.00,417.50,474.50,342.00,16.19,0.01,0.12
29000,172.50,346.50,417.00,473.50,335.00,16.19,0.01,0.12
29500,172.00,345.25,416.50,472.50,331.25,16.10,0.01,0.12
30000,171.50,344.25,415.75,471.00,329.00,16.10,0.01,0.12
30500,170.75,343.25,415.00,469.25,326.75,15.24,0.01,0.10
31000,170.25,341.75,414.00,467.75,324.50,15.24,0.01,0.10
31500,169.25,340.50,413.00,465.75,322.25,15.37,0.01,0.11
32000,168.25,339.25,411.75,463.75,320.00,15.37,0.01,0.11
32500,167.50,337.75,410.75,461.75,317.50,15.90,0.01,0.11
33000,166.50,336.00,409.50,460.00,315.50,15.90,0.01,0.11
33500,165.50,334.50,408.50,458.00,313.25,15.52,0.01,0.10
34000,164.50,333.25,407.25,455.75,311.00,15.52,0.01,0.10
34500,163.25,331.75,406.00,454.00,309.00,16.04,0.01,0.11
35000,162.25,330.00,405.00,452.00,307.00,16.04,0.01,0.11
35500,161.25,328.50,403.75,450.00,305.00,15.58,0.01,0.10
36000,160.00,327.00,402.50,448.25,303.00,15.58,0.01,0.10
36500,158.75,325.25,401.50,446.50,301.25,15.62,0.01,0.12
37000,157.75,323.75,400.25,444.75,299.50,15.62,0.01,0.12
37500,156.75,322.00,399.00,443.00,297.75,15.80,0.01,0.11
38000,155.50,320.50,397.75,441.50,296.25,15.80,0.01,0.11
38500,154.25,319.00,396.75,440.00,295.00,15.58,0.01,0.13
39000,153.25,317.25,395.75,438.25,293.50,15.58,0.01,0.13
39500,152.00,315.75,394.50,436.75,292.25,16.08,0.01,0.12
40000,151.00,314.25,393.00,435.50,291.00,16.08,0.01,0.12
40500,150.00,312.75,392.25,434.25,289.50,15.54,0.01,0.13
41000,148.75,311.00,391.00,432.75,288.25,15.54,0.01,0.13
41500,147.75,309.50,390.00,431.50,287.25,15.62,0.01,0.12
42000,146.75,308.00,389.25,430.25,286.25,15.62,0.01,0.12
42500,145.75,306.50,388.00,429.00,286.25,16.08,0.01,0.10
43000,144.50,304.75,387.00,427.75,284.50,16.08,0.01,0.10
43500,143.50,303.25,385.75,426.75,284.50,15.61,0.01,0.11
44000,142.50,302.00,385.00,425.75,283.75,15.61,0.01,0.11
44500,141.50,300.50,384.00,424.75,283.25,15.74,0.01,0.12
45000,140.50,298.75,383.25,423.50,281.75,15.74,0.01,0.12
45500,139.50,297.50,382.25,422.75,280.00,15.68,0.01,0.13
46000,138.50,296.00,381.25,421.75,279.25,15.68,0.01,0.13
46500,137.50,294.50,380.50,420.75,278.50,16.26,0.01,0.13
47000,136.50,293.00,379.50,420.00,277.75,16.26,0.01,0.13
47500,135.50,292.00,378.75,418.75,277.50,16.15,0.01,0.12
48000,134.50,290.50,378.00,418.00,276.75,16.15,0.01,0.12
48500,133.75,289.00,377.00,417.25,276.25,15.46,0.01,0.11
49000,132.75,287.50,376.25,416.50,275.50,15.46,0.01,0.11
49500,132.00,286.25,375.50,415.75,275.00,15.35,0.01,0.12
50000,131.00,284.75,374.50,415.00,274.50,15.35,0.01,0.12
50500,130.25,283.25,373.75,414.00,274.25,15.77,0.01,0.11
51000,129.25,282.00,373.00,413.50,273.75,15.77,0.01,0.11
51500,128.25,280.75,372.25,412.75,273.25,16.47,0.01,0.12
52000,127.75,279.25,371.50,411.75,273.00,16.47,0.01,0.12
52500,126.75,277.75,370.75,411.25,272.50,16.41,0.01,0.13
53000,125.75,276.50,370.00,410.50,272.25,16.41,0.01,0.13
53500,125.00,275.25,369.25,409.75,271.75,16.25,0.01,0.12
54000,124.25,274.00,368.50,409.25,271.50,16.25,0.01,0.12
54500,123.50,272.50,367.75,408.50,271.25,15.85,0.01,0.13
55000,122.75,271.25,367.25,408.00,270.75,15.85,0.01,0.13
55500,122.00,270.00,366.50,407.25,270.50,15.60,0.01,0.10
56000,121.25,269.00,365.75,406.75,270.25,15.60,0.01,0.10
56500,120.50,267.50,365.00,406.00,270.00,15.77,0.01,0.12
57000,119.75,266.25,364.50,405.50,269.75,15.77,0.01,0.12
57500,119.00,265.25,363.75,405.00,269.50,83.75,1.25,105.08
58000,118.25,264.00,363.25,404.50,269.75,83.75,1.25,105.08
58500,117.50,263.00,362.75,404.00,270.00,97.69,1.55,151.73
59000,116.75,261.50,362.25,403.75,271.00,97.69,1.55,151.73
59500,116.25,260.25,361.75,403.50,272.00,99.76,1.54,153.21
60000,115.75,258.00,361.25,403.50,273.50,99.76,1.54,153.21
60500,115.50,255.50,361.25,403.75,275.00,97.13,1.48,144.14
61000,115.00,252.75,361.00,404.25,276.75,97.13,1.48,144.14
61500,114.75,249.75,361.00,404.75,279.00,94.38,1.49,140.25
62000,114.50,247.00,360.75,405.75,280.75,94.38,1.49,140.25
62500,114.25,244.00,360.75,406.50,283.00,98.12,1.48,145.45
63000,114.25,241.25,361.00,407.50,285.00,98.12,1.48,145.45
63500,114.25,238.75,361.25,408.50,287.25,95.02,1.45,137.99
64000,114.25,236.50,361.25,409.50,289.00,95.02,1.45,137.99
64500,114.25,234.25,361.50,410.75,291.50,89.29,1.31,117.02
65000,114.25,232.25,361.75,411.75,293.25,89.29,1.31,117.02
65500,114.50,230.50,362.25,412.75,295.50,86.64,1.24,107.83
66000,114.50,229.00,362.25,414.00,297.50,86.64,1.24,107.83
66500,114.50,227.25,362.50,415.25,299.00,83.79,1.30,109.31
67000,114.75,225.75,362.75,416.00,300.75,83.79,1.30,109.31
67500,115.00,224.50,363.00,417.00,303.25,87.31,1.31,114.61
68000,115.00,223.25,363.25,417.75,302.75,87.31,1.31,114.61
68500,115.00,222.00,363.50,418.50,304.50,83.30,1.30,108.04
69000,115.25,221.00,363.50,419.25,306.25,83.30,1.30,108.04
69500,115.25,219.75,363.75,420.00,306.50,78.54,1.20,93.98
70000,115.50,218.75,363.75,420.75,307.00,78.54,1.20,93.98
70500,115.50,217.75,364.00,421.00,308.00,73.89,1.15,84.94
71000,115.50,217.00,364.00,421.75,308.75,73.89,1.15,84.94
71500,115.50,216.00,364.00,422.25,309.50,77.58,1.19,92.25
72000,115.75,215.00,364.25,422.75,310.50,77.58,1.19,92.25
72500,115.75,214.25,364.25,423.00,311.00,73.95,1.13,83.54
73000,115.75,213.50,364.00,423.25,311.75,73.95,1.13,83.54
73500,115.75,212.50,364.25,423.50,312.25,72.65,1.17,84.70
74000,115.75,211.75,364.00,423.75,312.75,72.65,1.17,84.70
74500,115.50,211.00,364.00,424.00,313.25,71.37,1.17,83.68
75000,115.50,210.50,364.00,424.00,313.50,71.37,1.17,83.68
75500,115.50,209.75,363.75,424.25,313.50,77.84,1.14,88.40
76000,115.25,209.00,363.75,424.25,313.75,77.84,1.14,88.40
76500,115.25,208.25,363.50,424.50,314.25,77.47,1.13,87.78
77000,115.25,207.75,363.25,424.50,314.50,77.47,1.13,87.78
77500,115.00,207.00,363.25,424.50,314.75,75.52,1.17,88.16
78000,115.00,206.25,363.00,424.50,315.25,75.52,1.17,88.16
78500,114.75,205.75,362.75,424.50,315.25,72.18,1.16,83.72
79000,114.75,205.25,362.50,424.50,315.50,72.18,1.16,83.72
79500,114.50,204.50,362.25,424.75,315.75,78.15,1.12,87.82
80000,114.25,204.00,362.00,424.50,316.25,78.15,1.12,87.82
80500,114.25,203.25,361.75,424.50,316.50,76.01,1.12,84.92
81000,114.00,203.00,361.50,424.75,316.75,76.01,1.12,84.92
81500,114.00,202.50,361.50,424.75,317.00,72.20,1.16,83.41
82000,113.75,201.75,361.00,424.75,317.25,72.20,1.16,83.41
82500,113.50,201.25,360.75,424.75,317.75,77.18,1.13,87.06
83000,113.50,200.75,360.50,424.75,318.00,77.18,1.13,87.06
83500,113.25,200.25,360.25,424.75,318.00,79.32,1.16,92.28
84000,113.00,199.75,360.00,424.75,318.50,79.32,1.16,92.28
84500,113.00,199.25,359.75,425.00,318.75,73.17,1.22,89.43
85000,112.75,198.75,359.25,425.00,319.00,73.17,1.22,89.43
85500,112.75,198.25,359.00,425.00,319.25,74.70,1.27,94.52
86000,112.50,197.75,358.75,425.00,319.50,74.70,1.27,94.52
86500,112.25,197.25,358.25,425.00,319.75,76.42,1.21,92.16
87000,112.25,197.00,358.00,425.25,320.00,76.42,1.21,92.16
87500,112.00,196.50,357.50,425.25,320.25,76.58,1.19,91.29
88000,111.75,196.00,357.25,425.25,320.75,76.58,1.19,91.29
88500,111.50,195.75,356.75,425.25,321.00,73.15,1.01,73.58
89000,111.50,195.25,356.50,425.25,321.25,73.15,1.01,73.58
89500,111.25,194.75,356.00,425.25,321.50,75.11,1.02,76.84
90000,111.25,194.50,355.75,425.25,321.75,75.11,1.02,76.84
90500,111.00,194.00,355.25,425.50,321.75,74.49,1.01,75.50
91000,110.75,193.50,354.75,425.50,322.25,74.49,1.01,75.50
91500,110.75,193.25,354.25,425.50,322.50,74.12,1.00,74.37
92000,110.50,193.00,354.00,425.50,322.75,74.12,1.00,74.37
92500,110.25,192.25,353.25,425.50,323.00,73.85,1.03,76.02
93000,110.25,192.00,352.75,425.50,323.25,73.85,1.03,76.02
93500,110.00,191.75,352.50,425.50,323.50,77.04,1.01,77.84
94000,110.00,191.25,351.75,425.50,323.75,77.04,1.01,77.84
94500,109.75,191.00,351.25,425.75,324.00,78.33,0.94,73.43
95000,109.50,190.50,350.75,425.75,324.25,78.33,0.94,73.43
95500,109.50,190.25,350.25,425.75,324.50,75.04,0.90,67.32
96000,109.25,189.75,349.50,425.75,324.75,75.04,0.90,67.32
96500,109.00,189.50,349.00,425.75,325.00,71.50,0.89,63.52
97000,109.00,189.25,348.25,425.75,325.25,71.50,0.89,63.52
97500,108.75,189.00,347.75,425.75,325.50,75.88,0.87,66.05
98000,108.75,188.50,347.00,426.00,325.75,75.88,0.87,66.05
98500,108.50,188.25,346.50,425.75,326.00,75.16,0.90,67.76
99000,108.50,188.00,345.50,425.75,326.00,75.16,0.90,67.76
99500,108.25,187.75,344.75,426.00,326.50,77.96,0.89,69.46
100000,108.25,187.25,344.00,425.75,326.75,77.96,0.89,69.46
100500,108.00,187.25,343.25,426.00,326.75,72.63,0.92,66.85
101000,108.00,186.75,342.25,426.00,327.25,72.63,0.92,66.85
101500,107.75,186.50,341.50,426.00,327.50,72.51,0.92,66.66
102000,107.50,186.25,340.50,426.00,327.50,72.51,0.92,66.66
102500,107.50,186.00,339.75,426.00,328.00,77.76,0.84,65.57
103000,107.25,185.75,338.75,426.00,328.25,77.76,0.84,65.57
103500,107.00,185.50,337.75,426.25,328.25,72.89,0.78,56.59
104000,107.00,185.25,336.75,426.00,328.50,72.89,0.78,56.59
104500,106.75,185.00,336.00,426.25,328.75,79.01,0.78,61.32
105000,106.75,184.75,334.75,426.25,329.00,79.01,0.78,61.32
105500,106.50,184.50,333.50,426.25,329.25,75.02,0.74,55.86
106000,106.50,184.25,332.50,426.25,329.75,75.02,0.74,55.86
106500,106.25,184.25,331.25,426.25,329.75,71.89,0.70,50.24
107000,106.25,183.75,330.00,426.25,330.25,71.89,0.70,50.24
107500,106.00,183.75,328.50,426.25,330.50,73.90,0.65,48.39
108000,106.00,183.50,327.50,426.25,330.75,73.90,0.65,48.39
108500,105.75,183.50,325.75,426.25,332.25,74.27,0.67,50.01
109000,105.50,183.00,324.00,426.25,332.50,74.27,0.67,50.01
109500,105.50,183.00,322.50,426.25,332.75,73.98,0.65,48.41
110000,105.25,182.75,320.75,426.25,332.75,73.98,0.65,48.41
110500,105.25,182.75,318.75,426.25,333.00,80.28,0.59,47.20
111000,105.25,182.25,316.50,426.25,333.25,80.28,0.59,47.20
111500,105.00,182.25,314.50,426.50,332.50,78.61,0.61,48.27
112000,105.00,182.00,312.25,426.50,332.75,78.61,0.61,48.27
112500,104.75,182.00,310.00,426.50,333.25,75.05,0.59,44.09
113000,104.75,181.75,307.50,426.50,333.50,75.05,0.59,44.09
113500,104.75,181.50,305.25,426.50,333.50,76.97,0.60,45.92
114000,104.50,181.25,302.50,426.50,334.00,76.97,0.60,45.92
114500,104.25,181.25,299.50,426.50,334.00,77.27,0.58,45.00
115000,104.25,181.00,297.00,426.50,334.25,77.27,0.58,45.00
115500,104.00,181.00,294.25,426.50,334.50,72.51,0.58,41.89
116000,103.75,180.75,291.00,426.50,334.50,72.51,0.58,41.89
116500,103.75,180.75,287.50,426.50,335.00,74.42,0.57,42.43
117000,103.75,180.50,284.25,426.50,335.25,74.42,0.57,42.43
117500,103.75,180.25,280.50,426.50,335.25,77.33,0.56,43.61
118000,103.50,180.25,276.75,426.50,335.75,77.33,0.56,43.61
118500,103.25,180.00,272.75,426.50,335.75,74.99,0.58,43.34
119000,103.25,180.00,269.50,426.50,336.00,74.99,0.58,43.34
119500,103.25,179.75,265.75,426.50,336.50,76.35,0.57,43.56
120000,103.00,179.75,261.75,426.50,336.50,76.35,0.57,43.56
120500,103.00,179.50,258.50,426.50,337.00,73.57,0.58,42.68
121000,102.75,179.50,255.00,426.50,337.25,73.57,0.58,42.68
121500,102.75,179.00,252.00,426.50,337.25,74.56,0.57,42.35
122000,102.50,179.25,249.00,426.50,337.25,74.56,0.57,42.35
122500,102.50,178.75,246.50,426.75,337.75,74.88,0.57,42.36
123000,102.50,179.00,243.00,426.50,337.75,74.88,0.57,42.36
123500,102.25,178.50,239.50,426.75,338.25,75.35,0.52,39.17
124000,102.25,178.75,236.00,426.50,338.25,75.35,0.52,39.17
124500,102.00,178.50,233.25,426.75,338.50,81.77,0.46,37.58
125000,102.00,178.50,230.00,426.50,338.75,81.77,0.46,37.58
125500,101.75,178.25,227.00,426.75,339.00,72.51,0.48,34.56
126000,101.75,178.25,224.75,426.50,339.25,72.51,0.48,34.56
126500,101.50,178.00,222.25,426.75,339.50,73.56,0.75,54.95
127000,101.50,178.00,219.75,426.50,339.75,73.56,0.75,54.95
127500,101.50,177.75,217.25,426.75,340.00,62.21,0.67,41.91
128000,101.25,177.75,215.50,426.75,340.00,62.21,0.67,41.91
128500,101.25,177.50,213.25,426.75,340.25,58.51,0.66,38.90
129000,101.00,177.50,211.00,426.75,340.25,58.51,0.66,38.90
129500,101.00,177.00,209.25,426.75,340.50,58.54,0.65,38.15
130000,101.00,177.00,207.00,426.50,341.00,58.54,0.65,38.15
130500,100.75,176.75,205.00,426.25,341.25,53.68,0.59,31.68
131000,100.50,176.50,203.25,426.00,340.75,53.68,0.59,31.68
131500,100.50,176.25,201.50,426.00,340.50,46.67,0.54,25.40
132000,100.25,176.00,200.00,425.50,340.00,46.67,0.54,25.40
132500,100.00,175.75,198.25,425.25,340.25,50.69,0.55,27.84
133000,99.75,175.50,196.50,424.75,340.25,50.69,0.55,27.84
133500,99.50,175.00,195.00,424.25,340.50,52.86,0.62,32.97
134000,99.25,174.75,193.50,423.75,340.50,52.86,0.62,32.97
134500,99.00,174.25,192.00,423.25,340.75,56.57,0.59,33.23
135000,98.50,174.00,190.50,422.75,340.50,56.57,0.59,33.23
135500,98.25,173.50,189.00,422.25,338.25,51.70,0.61,31.33
136000,98.00,173.00,187.50,421.75,335.75,51.70,0.61,31.33
136500,97.50,172.75,186.00,421.25,335.50,54.89,0.60,32.88
137000,97.25,172.25,184.75,420.75,335.00,54.89,0.60,32.88
137500,97.00,172.00,183.50,420.25,334.75,54.11,0.64,34.43
138000,96.75,171.25,182.25,419.75,334.50,54.11,0.64,34.43
138500,96.25,171.00,181.00,419.25,334.25,56.07,0.61,34.19
139000,96.00,170.25,180.25,418.75,333.75,56.07,0.61,34.19
139500,95.75,170.00,179.00,418.50,333.75,61.12,0.74,45.30
140000,95.25,169.75,178.00,418.00,333.50,61.12,0.74,45.30
140500,95.00,169.25,177.00,417.50,333.25,64.32,0.76,48.89
141000,94.75,168.75,175.75,417.25,333.25,64.32,0.76,48.89
141500,94.25,168.50,174.75,416.75,333.50,60.05,0.71,42.39
142000,94.00,168.00,173.75,416.50,333.25,60.05,0.71,42.39
142500,93.75,167.75,172.75,416.25,333.50,63.16,0.71,44.73
143000,93.50,167.25,172.00,416.00,333.75,63.16,0.71,44.73
143500,93.25,167.25,171.00,415.75,333.75,67.58,0.69,46.35
144000,93.00,166.75,170.00,415.75,333.75,67.58,0.69,46.35
144500,92.75,166.50,169.25,415.50,334.00,66.45,0.67,44.83
145000,92.50,166.00,168.50,415.25,334.00,66.45,0.67,44.83
145500,92.25,166.00,167.75,415.00,334.00,58.68,0.71,41.69
146000,92.00,165.50,166.75,415.00,334.25,58.68,0.71,41.69
146500,91.75,165.50,166.00,414.75,334.25,60.85,0.68,41.27
147000,91.50,165.00,165.50,414.50,334.25,60.85,0.68,41.27
147500,91.25,164.75,164.75,414.50,334.50,63.42,0.68,42.83
148000,91.25,164.50,164.00,414.25,334.75,63.42,0.68,42.83
148500,91.00,164.25,163.25,414.25,334.75,66.93,0.70,46.75
149000,90.75,164.00,162.75,414.00,335.00,66.93,0.70,46.75
149500,90.50,163.75,162.00,413.75,335.00,63.29,0.69,43.40
150000,90.50,163.50,161.50,413.50,335.00,63.29,0.69,43.40
150500,90.25,163.25,160.75,413.50,335.25,59.74,0.71,42.37
151000,90.00,163.00,160.25,413.25,335.50,59.74,0.71,42.37
151500,90.00,162.75,159.75,413.25,335.50,60.36,0.70,42.19
152000,89.75,162.50,159.00,413.00,335.75,60.36,0.70,42.19
152500,89.50,162.25,158.50,412.75,335.75,67.34,0.67,45.23
153000,89.25,162.00,157.75,412.50,335.75,67.34,0.67,45.23
153500,89.00,161.75,157.25,412.50,336.00,59.59,0.72,42.91
154000,89.00,161.75,156.75,412.25,336.25,59.59,0.72,42.91
154500,88.75,161.25,156.25,412.25,336.25,62.84,0.69,43.53
155000,88.75,161.25,155.50,412.00,336.25,62.84,0.69,43.53
155500,88.50,160.75,154.75,411.75,336.50,63.63,0.66,42.12
156000,88.25,161.00,154.25,411.75,336.25,63.63,0.66,42.12
156500,88.25,160.50,153.75,411.50,336.50,60.44,0.68,40.94
157000,88.00,160.50,153.25,411.50,336.75,60.44,0.68,40.94
157500,87.75,160.25,152.75,411.25,336.75,67.36,0.68,45.58
158000,87.75,159.75,152.25,411.00,336.75,67.36,0.68,45.58
158500,87.50,159.75,152.00,411.00,337.00,67.38,0.66,44.49
159000,87.25,159.50,151.50,410.75,337.00,67.38,0.66,44.49
159500,87.25,159.50,151.00,410.50,337.00,64.78,0.68,44.11
160000,87.00,159.00,150.50,410.50,337.25,64.78,0.68,44.11
160500,87.00,159.25,150.25,410.25,337.25,63.53,0.69,44.11
161000,86.75,158.75,149.75,410.00,337.50,63.53,0.69,44.11
161500,86.75,158.75,149.50,410.00,337.50,63.60,0.66,42.02
162000,86.50,158.50,149.00,409.75,337.50,63.60,0.66,42.02
162500,86.50,158.25,148.50,409.75,337.75,62.07,0.69,42.83
163000,86.25,158.25,148.25,409.50,337.75,62.07,0.69,42.83
163500,86.00,157.75,148.00,409.25,337.75,60.62,0.70,42.34
164000,86.00,157.75,147.75,409.25,338.00,60.62,0.70,42.34
164500,85.75,157.50,147.25,409.00,338.25,63.20,0.66,41.99
165000,85.50,157.50,147.00,408.75,338.25,63.20,0.66,41.99
165500,85.50,157.50,146.50,408.75,338.25,62.81,0.66,41.64
166000,85.50,157.00,146.25,408.50,338.50,62.81,0.66,41.64
166500,85.25,157.25,146.00,408.25,338.50,60.58,0.69,41.86
167000,85.00,156.75,145.50,408.00,338.50,60.58,0.69,41.86
167500,85.00,156.75,145.25,408.00,338.75,61.01,0.70,42.45
168000,85.00,156.25,145.00,407.75,339.00,61.01,0.70,42.45
168500,84.75,156.25,144.75,407.50,339.00,59.67,0.66,39.55
169000,84.50,156.25,144.25,407.25,339.00,59.67,0.66,39.55
169500,84.50,155.75,144.00,407.25,339.25,59.53,0.69,40.93
170000,84.50,156.00,143.75,407.00,339.25,59.53,0.69,40.93
170500,84.25,155.50,143.50,406.75,339.50,60.42,0.70,42.21
171000,84.25,155.50,143.00,406.75,339.50,60.42,0.70,42.21
171500,84.00,155.50,143.00,406.50,339.75,61.41,0.67,41.25
172000,84.00,155.00,142.75,406.25,339.75,61.41,0.67,41.25
172500,83.75,155.25,142.50,406.00,339.75,61.18,0.67,40.90
173000,83.75,154.75,142.25,406.00,340.00,61.18,0.67,40.90
173500,83.75,155.00,142.00,405.75,340.00,65.71,0.70,46.14
174000,83.50,154.75,141.75,405.50,340.25,65.71,0.70,46.14
174500,83.25,154.50,141.50,405.25,340.25,61.73,0.71,43.79
175000,83.25,154.50,141.50,405.25,340.25,61.73,0.71,43.79
175500,83.25,154.00,141.25,404.75,340.50,60.85,0.66,40.23
176000,83.00,154.25,141.00,404.75,340.50,60.85,0.66,40.23
176500,83.00,154.00,140.50,404.50,340.50,65.60,0.68,44.35
177000,82.75,153.75,140.50,404.25,340.75,65.60,0.68,44.35
177500,82.75,153.75,140.50,404.00,340.75,57.50,0.69,39.87
178000,82.75,153.50,140.00,404.00,340.75,57.50,0.69,39.87
178500,82.50,153.50,139.75,403.75,341.00,63.99,0.66,42.26
179000,82.50,153.25,139.50,403.50,341.25,63.99,0.66,42.26
179500,82.25,153.25,139.50,403.25,341.25,63.16,0.66,41.60
180000,82.00,153.00,139.25,403.00,341.25,63.16,0.66,41.60
180500,82.00,152.75,139.25,402.75,341.25,63.54,0.69,43.70
181000,82.00,153.00,139.00,402.50,341.50,63.54,0.69,43.70
181500,82.00,152.50,138.75,402.25,341.50,62.00,0.68,42.42
182000,81.75,152.50,138.50,402.00,341.50,62.00,0.68,42.42
182500,81.75,152.50,138.50,401.75,341.75,61.44,0.66,40.58
183000,81.75,152.00,138.25,401.50,342.00,61.44,0.66,40.58
183500,81.50,152.25,138.25,401.25,342.00,63.59,0.67,42.56
184000,81.50,151.75,138.00,401.00,342.00,63.59,0.67,42.56
184500,81.25,152.00,137.75,400.75,342.25,66.94,0.69,46.15
185000,81.25,151.75,137.50,400.50,342.25,66.94,0.69,46.15
185500,81.00,151.50,137.25,400.25,342.50,64.90,0.65,42.48
186000,81.00,151.75,137.25,400.00,342.50,64.90,0.65,42.48
186500,81.00,151.25,137.00,399.75,342.50,64.25,0.66,42.41
187000,80.75,151.25,136.75,399.50,342.75,64.25,0.66,42.41
187500,80.75,151.25,136.75,399.25,342.75,62.97,0.70,44.14
188000,80.75,151.00,136.50,398.75,342.75,62.97,0.70,44.14
188500,80.50,151.00,136.25,398.50,343.00,60.74,0.70,42.50
189000,80.50,150.50,136.25,398.25,343.00,60.74,0.70,42.50
189500,80.25,150.75,136.00,398.00,343.00,63.40,0.67,42.36
190000,80.25,150.50,136.00,397.75,343.00,63.40,0.67,42.36
190500,80.25,150.50,135.75,397.50,343.25,63.97,0.66,42.11
191000,80.25,150.50,135.50,397.25,343.25,63.97,0.66,42.11
191500,80.00,150.00,135.50,396.75,343.50,60.20,0.71,42.63
192000,80.00,150.25,135.25,396.50,343.50,60.20,0.71,42.63
192500,80.00,150.00,135.25,396.25,343.50,61.89,0.69,42.71
193000,79.75,150.00,135.00,396.00,343.75,61.89,0.69,42.71
193500,79.75,149.75,135.00,395.50,343.75,67.02,0.67,44.77
194000,79.50,149.50,134.75,395.25,343.75,67.02,0.67,44.77
194500,79.50,149.75,134.50,395.00,343.75,61.97,0.68,42.30
195000,79.50,149.25,134.50,394.75,344.00,61.97,0.68,42.30
195500,79.25,149.50,134.50,394.25,344.00,64.10,0.70,44.69
196000,79.25,149.25,134.25,394.00,344.00,64.10,0.70,44.69
196500,79.25,149.25,134.00,393.75,344.25,62.58,0.66,41.38
197000,79.25,149.25,134.00,393.25,344.50,62.58,0.66,41.38
197500,79.00,148.75,133.75,392.75,344.25,65.39,0.67,44.02
198000,79.00,149.00,133.75,392.75,344.50,65.39,0.67,44.02
