Time_ms,TC1_C,TC2_C,TC3_C,TC4_C,TC5_C,V_RMS,I_RMS,Wattage
500,96.00,147.50,278.25,435.25,416.00,0.00,0.00,0.00
1000,96.00,147.50,278.00,435.25,416.25,0.00,0.00,0.00
1500,96.00,147.25,278.25,435.25,416.25,69.94,1.28,89.59
2000,96.00,147.75,278.50,435.25,416.25,69.94,1.28,89.59
2500,96.00,147.50,278.25,435.50,416.50,69.89,1.19,83.48
3000,96.00,147.75,278.50,435.50,416.50,69.89,1.19,83.48
3500,96.00,147.75,278.50,435.50,416.75,68.37,1.21,82.63
4000,96.00,148.00,278.50,435.50,416.75,68.37,1.21,82.63
4500,96.00,147.75,278.50,435.75,417.00,72.55,1.14,82.89
5000,95.75,148.00,278.75,435.75,417.00,72.55,1.14,82.89
5500,95.75,148.25,278.50,435.75,417.00,72.60,1.37,99.81
6000,95.75,148.00,278.75,436.00,417.00,72.60,1.37,99.81
6500,95.75,148.25,278.75,436.00,417.00,79.89,1.40,112.23
7000,95.75,148.50,278.75,436.25,417.25,79.89,1.40,112.23
7500,95.50,148.50,279.00,436.25,417.25,79.64,1.42,113.01
8000,95.50,148.75,279.00,436.50,417.50,79.64,1.42,113.01
8500,95.50,148.75,279.25,436.75,417.25,82.49,1.19,97.82
9000,95.50,149.00,279.50,437.00,417.50,82.49,1.19,97.82
9500,95.50,149.00,279.50,437.00,417.75,81.34,1.20,98.01
10000,95.50,149.25,279.50,437.50,418.25,81.34,1.20,98.01
10500,95.50,149.50,279.50,437.75,419.25,82.02,1.14,93.18
11000,95.50,149.50,280.00,438.00,419.75,82.02,1.14,93.18
11500,95.75,150.00,280.00,438.50,420.50,83.44,1.15,96.09
12000,95.75,150.00,280.25,438.75,421.00,83.44,1.15,96.09
12500,95.75,150.50,280.50,439.00,421.75,80.71,1.09,87.99
13000,95.75,150.50,280.75,439.50,422.25,80.71,1.09,87.99
13500,95.75,151.00,280.75,440.00,422.75,73.42,1.00,73.55
14000,96.00,150.75,281.00,440.25,423.25,73.42,1.00,73.55
14500,96.00,151.50,281.25,440.50,423.50,73.86,0.99,73.47
15000,96.00,151.50,281.25,441.00,423.75,73.86,0.99,73.47
15500,96.00,151.75,281.50,441.25,424.25,71.42,0.98,70.03
16000,96.00,152.00,281.75,441.50,424.50,71.42,0.98,70.03
16500,96.00,152.00,281.75,441.75,424.75,71.82,0.98,70.44
17000,96.25,152.50,282.00,441.75,425.25,71.82,0.98,70.44
17500,96.25,152.25,282.00,442.00,425.25,70.75,0.96,67.81
