Time_ms,TC1_C,TC2_C,TC3_C,TC4_C,TC5_C,V_RMS,I_RMS,Wattage
93000,96.00,228.25,205.25,278.25,232.50,115.22,3.30,380.45
93500,97.50,229.00,204.75,279.25,232.25,115.47,3.30,381.28
94000,97.00,229.75,204.50,280.25,232.25,115.47,3.30,381.28
94500,99.25,230.00,204.00,281.00,232.25,115.90,3.34,386.55
95000,99.25,230.50,203.25,282.00,231.75,115.90,3.34,386.55
95500,95.25,231.00,203.00,283.00,231.00,115.99,3.31,383.86
96000,98.25,231.50,202.25,284.00,230.50,115.99,3.31,383.86
96500,97.25,232.00,201.75,284.75,230.75,116.27,3.31,384.73
97000,98.75,232.50,201.25,285.75,231.00,116.27,3.31,384.73
97500,98.25,232.75,200.50,286.75,231.25,114.14,3.30,376.19
98000,98.25,233.25,200.00,287.50,231.75,114.14,3.30,376.19
98500,97.75,233.75,199.75,288.50,232.00,115.70,3.30,382.01
99000,98.50,234.50,199.25,289.25,232.00,115.70,3.30,382.01
99500,99.00,234.75,199.00,290.25,232.00,115.18,3.30,380.02
100000,99.50,235.25,198.50,290.75,232.25,115.18,3.30,380.02
100500,100.00,235.75,198.25,291.75,232.50,115.10,3.30,379.93
101000,98.75,236.25,198.00,292.50,232.75,115.10,3.30,379.93
101500,99.00,236.50,198.00,293.50,233.00,114.84,3.30,379.50
102000,99.50,237.00,197.75,294.25,233.25,114.84,3.30,379.50
102500,100.00,237.50,197.75,295.00,233.50,116.10,3.32,385.14
103000,100.75,238.00,197.50,296.00,233.75,116.10,3.32,385.14
103500,101.50,238.25,197.50,296.50,234.00,115.92,3.31,383.19
104000,102.25,238.50,197.25,297.50,234.25,115.92,3.31,383.19
104500,102.50,239.00,197.25,298.25,234.50,116.37,3.29,383.43
105000,103.25,239.50,197.25,299.00,234.75,116.37,3.29,383.43
105500,104.00,239.75,197.50,299.75,235.00,115.06,3.31,380.73
106000,104.75,240.25,197.25,300.75,235.25,115.06,3.31,380.73
106500,105.25,240.50,197.25,301.50,235.75,115.00,3.30,379.22
107000,105.75,241.25,197.50,302.25,236.00,115.00,3.30,379.22
107500,106.50,241.50,197.25,302.75,236.25,114.85,3.31,379.88
108000,107.00,241.75,197.50,303.75,236.75,114.85,3.31,379.88
108500,107.75,242.25,197.50,304.50,237.50,115.28,3.29,379.19
109000,108.25,242.50,197.75,305.25,238.25,115.28,3.29,379.19
109500,108.75,243.00,198.00,306.00,239.00,114.89,3.26,375.03
110000,109.25,243.25,198.00,306.75,239.75,114.89,3.26,375.03
110500,109.75,243.50,197.75,307.50,240.50,115.93,3.27,378.95
111000,110.25,244.00,197.75,308.25,241.25,115.93,3.27,378.95
111500,110.75,244.25,197.75,309.00,242.25,114.43,3.27,373.97
112000,111.25,244.50,198.00,310.00,242.75,114.43,3.27,373.97
112500,111.50,245.00,198.25,310.25,243.25,114.32,3.28,375.13
113000,112.00,245.25,198.25,311.25,243.50,114.32,3.28,375.13
113500,112.25,245.50,198.00,312.00,244.00,81.73,1.94,158.74
114000,112.50,245.50,199.00,312.50,244.25,81.73,1.94,158.74
114500,112.50,245.75,198.25,313.00,241.25,15.11,0.01,0.12
115000,112.75,245.50,199.00,313.25,240.75,15.11,0.01,0.12
115500,113.00,245.25,198.75,313.25,239.75,15.13,0.01,0.13
116000,113.25,245.00,198.25,313.00,238.50,15.13,0.01,0.13
116500,113.25,244.25,197.25,312.50,238.50,14.98,0.01,0.11
117000,113.25,243.75,197.00,311.50,240.50,14.98,0.01,0.11
117500,113.00,242.75,196.75,310.25,239.50,14.91,0.01,0.13
118000,113.25,241.50,195.25,308.75,234.25,14.91,0.01,0.13
118500,113.00,240.50,195.00,307.00,233.25,14.44,0.01,0.12
119000,113.00,239.25,194.25,305.00,231.50,14.44,0.01,0.12
119500,113.00,238.25,191.50,303.25,229.50,89.64,2.54,227.42
120000,112.50,236.75,189.50,301.00,228.00,89.64,2.54,227.42
120500,111.75,235.50,188.00,298.75,218.50,79.32,2.26,179.16
121000,111.25,234.25,185.75,296.75,217.00,79.32,2.26,179.16
121500,110.50,233.00,183.75,295.00,216.25,82.01,2.12,174.05
122000,110.00,231.75,182.75,293.00,216.00,82.01,2.12,174.05
122500,109.50,230.75,181.00,291.25,213.75,75.43,1.99,150.45
123000,109.25,229.75,179.00,290.00,209.25,75.43,1.99,150.45
123500,108.75,228.50,178.00,288.50,208.50,77.04,1.95,150.18
124000,108.50,227.50,176.50,287.25,207.50,77.04,1.95,150.18
124500,108.25,226.25,175.00,286.25,206.75,73.18,1.99,145.70
125000,107.75,225.50,174.00,285.50,206.25,73.18,1.99,145.70
125500,107.50,224.50,173.00,284.25,205.75,75.93,2.00,151.98
126000,107.25,223.50,171.50,283.75,205.25,75.93,2.00,151.98
126500,106.75,222.50,170.75,282.75,205.00,77.75,1.99,154.64
127000,106.25,221.75,169.75,282.00,205.00,77.75,1.99,154.64
127500,105.75,220.75,169.00,281.75,205.00,72.36,2.01,145.23
128000,105.25,220.00,168.25,281.00,205.50,72.36,2.01,145.23
128500,105.25,219.00,167.00,280.50,206.00,73.24,2.02,147.93
129000,104.75,218.25,166.00,280.25,205.75,73.24,2.02,147.93
129500,104.25,217.50,165.25,279.75,205.75,80.73,2.03,164.12
130000,104.00,216.75,164.50,279.50,205.75,80.73,2.03,164.12
130500,103.50,216.00,163.75,279.00,205.50,74.77,2.03,151.72
131000,103.25,215.25,163.25,278.75,205.75,74.77,2.03,151.72
131500,103.00,214.50,162.50,278.50,205.50,75.65,2.06,155.75
132000,102.75,214.00,161.75,278.25,205.50,75.65,2.06,155.75
132500,102.25,213.25,161.25,277.75,205.50,78.65,2.02,159.01
133000,102.00,212.50,160.50,277.75,205.25,78.65,2.02,159.01
133500,102.00,211.75,160.25,277.25,204.25,82.77,2.03,167.85
134000,101.50,211.25,159.50,277.00,204.25,82.77,2.03,167.85
134500,101.25,210.50,159.00,276.75,204.25,82.02,2.34,191.51
135000,101.00,210.00,158.50,276.75,204.75,82.02,2.34,191.51
135500,101.00,209.25,158.00,276.25,204.75,89.73,2.44,218.95
136000,100.50,208.75,157.25,276.25,204.75,89.73,2.44,218.95
136500,100.25,208.25,157.00,276.25,205.25,91.33,2.45,224.04
137000,100.00,208.00,156.50,276.25,205.50,91.33,2.45,224.04
137500,100.00,207.50,156.25,276.25,206.00,94.88,2.48,234.88
138000,99.75,207.00,156.00,276.25,206.25,94.88,2.48,234.88
138500,99.50,206.75,155.75,276.25,207.00,91.79,2.50,229.37
139000,99.50,206.25,155.50,276.50,207.50,91.79,2.50,229.37
139500,99.50,206.00,155.00,276.75,208.00,90.38,2.48,224.54
140000,99.25,205.75,155.00,277.00,208.75,90.38,2.48,224.54
140500,99.50,205.50,154.75,277.50,209.25,91.69,2.46,225.89
141000,99.25,205.25,154.50,277.50,210.00,91.69,2.46,225.89
141500,99.25,205.00,154.50,278.00,210.75,93.27,2.50,233.52
142000,99.25,205.00,154.50,278.50,211.25,93.27,2.50,233.52
142500,99.25,204.50,154.50,278.75,211.75,93.86,2.52,236.98
143000,99.25,204.50,154.25,279.25,212.50,93.86,2.52,236.98
143500,99.50,204.25,154.25,279.50,213.25,94.54,2.45,231.72
144000,99.50,204.25,154.25,280.00,213.50,94.54,2.45,231.72
144500,99.50,204.00,154.25,280.25,214.00,91.36,2.46,224.53
145000,99.50,204.00,154.50,280.75,214.50,91.36,2.46,224.53
145500,99.50,204.00,154.25,281.25,215.25,94.58,2.50,236.09
146000,99.50,203.75,154.50,281.50,216.00,94.58,2.50,236.09
146500,99.50,203.75,154.25,282.00,216.75,90.26,2.46,221.73
147000,99.50,203.75,154.25,282.25,217.75,90.26,2.46,221.73
147500,99.50,203.50,154.50,282.75,218.25,89.15,2.47,219.86
148000,99.50,203.50,154.50,283.00,218.75,89.15,2.47,219.86
148500,99.50,203.50,154.50,283.25,219.75,93.31,2.50,233.05
149000,99.50,203.25,154.75,284.00,220.25,93.31,2.50,233.05
149500,99.75,203.50,154.50,284.00,220.50,88.84,2.48,220.33
150000,99.75,203.25,154.75,284.25,221.00,88.84,2.48,220.33
150500,99.75,203.25,154.50,284.50,221.25,92.39,2.46,227.02
151000,100.00,203.25,154.75,284.75,221.00,92.39,2.46,227.02
151500,100.00,203.25,154.75,285.25,221.00,92.60,2.46,228.03
152000,100.00,203.25,154.75,285.50,221.00,92.60,2.46,228.03
152500,100.25,203.25,154.75,285.50,221.25,91.51,2.48,226.95
153000,100.25,203.00,154.75,285.75,221.50,91.51,2.48,226.95
153500,100.25,203.25,155.00,286.00,221.75,97.00,2.51,243.80
154000,100.25,203.00,155.00,286.00,222.00,97.00,2.51,243.80
154500,100.50,203.00,155.00,286.00,222.00,90.72,2.48,224.91
155000,100.50,203.00,155.00,286.00,222.50,90.72,2.48,224.91
155500,100.50,203.00,155.00,285.75,222.75,92.46,2.46,227.33
156000,100.50,203.00,155.25,285.75,223.25,92.46,2.46,227.33
156500,100.50,203.00,155.25,285.50,223.50,87.82,2.49,218.64
157000,100.50,203.00,155.25,285.25,224.00,87.82,2.49,218.64
157500,100.75,203.00,155.25,285.00,224.50,93.18,2.48,231.45
158000,100.75,203.00,155.25,284.50,224.75,93.18,2.48,231.45
158500,100.75,203.00,155.50,284.00,225.25,92.74,2.47,229.29
159000,100.75,202.75,155.50,283.75,225.50,92.74,2.47,229.29
159500,101.00,202.75,155.50,283.25,226.00,91.23,2.49,226.83
160000,101.00,202.75,155.50,283.00,226.25,91.23,2.49,226.83
160500,101.00,202.75,155.50,282.50,226.75,89.93,2.49,223.53
161000,101.00,202.75,155.50,282.00,227.00,89.93,2.49,223.53
161500,101.00,202.75,155.50,281.75,227.50,92.83,2.49,231.11
162000,101.25,202.75,155.50,281.25,227.75,92.83,2.49,231.11
162500,101.25,202.75,155.50,280.75,228.25,90.02,2.47,222.73
163000,101.25,202.75,155.75,280.50,228.75,90.02,2.47,222.73
163500,101.25,202.75,155.50,280.25,229.00,92.06,2.48,228.60
164000,101.25,202.75,155.75,279.75,229.50,92.06,2.48,228.60
164500,101.25,202.75,155.75,279.25,229.75,93.38,2.50,233.63
165000,101.25,202.75,155.75,279.00,230.25,93.38,2.50,233.63
165500,101.50,202.75,155.75,278.75,230.50,93.21,2.54,236.79
166000,101.25,202.75,155.75,278.25,231.00,93.21,2.54,236.79
166500,101.50,202.75,155.75,277.75,231.25,90.60,2.43,220.25
167000,101.50,202.75,155.75,277.50,231.75,90.60,2.43,220.25
167500,101.50,202.75,155.75,277.00,232.25,90.52,2.46,222.31
168000,101.50,202.75,155.75,276.50,232.75,90.52,2.46,222.31
168500,101.50,202.75,156.00,276.00,233.25,90.08,2.49,224.72
169000,101.50,202.75,156.00,275.50,233.75,90.08,2.49,224.72
169500,101.50,202.75,156.00,274.75,234.00,91.94,2.43,223.59
170000,101.50,202.75,156.00,274.00,234.75,91.94,2.43,223.59
170500,101.50,202.75,156.00,273.00,235.00,91.00,2.47,224.40
171000,101.75,202.75,156.00,271.75,235.50,91.00,2.47,224.40
171500,101.75,202.75,156.25,271.00,235.75,92.88,2.49,231.64
172000,101.75,202.75,156.25,269.75,236.25,92.88,2.49,231.64
172500,101.75,202.75,156.00,268.50,236.75,93.29,2.50,233.10
173000,101.75,202.75,156.25,267.25,237.50,93.29,2.50,233.10
173500,101.75,202.50,156.25,266.25,238.00,89.68,2.49,222.95
174000,101.75,202.75,156.25,265.00,238.50,89.68,2.49,222.95
174500,102.00,202.50,156.25,263.75,238.75,90.50,2.48,224.41
175000,102.00,202.50,156.25,262.75,239.25,90.50,2.48,224.41
175500,102.00,202.50,156.25,261.50,239.75,96.39,2.48,239.51
176000,102.00,202.50,156.25,260.50,240.25,96.39,2.48,239.51
176500,102.00,202.75,156.25,259.25,240.50,93.38,2.53,235.93
177000,102.25,202.50,156.25,258.50,241.00,93.38,2.53,235.93
177500,102.25,202.75,156.25,257.25,241.75,90.94,2.45,223.08
178000,102.25,202.50,156.50,256.25,242.25,90.94,2.45,223.08
178500,102.25,202.75,156.50,255.25,242.75,95.65,2.50,239.16
179000,102.00,202.50,156.50,253.75,243.25,95.65,2.50,239.16
179500,102.25,202.75,156.50,252.25,243.75,93.84,2.47,231.90
180000,102.25,202.75,156.50,250.75,244.25,93.84,2.47,231.90
180500,102.25,202.75,156.50,249.50,244.50,89.78,2.52,226.00
181000,102.25,202.75,156.50,248.00,245.25,89.78,2.52,226.00
181500,102.25,202.50,156.50,246.25,245.75,89.40,2.51,223.96
182000,102.25,202.75,156.50,245.25,246.00,89.40,2.51,223.96
182500,102.25,202.75,156.75,244.25,246.50,93.09,2.50,232.47
183000,102.50,202.75,156.75,243.00,247.00,93.09,2.50,232.47
183500,102.50,202.75,156.75,242.25,247.25,90.78,2.47,224.35
184000,102.75,202.75,156.75,241.75,247.75,90.78,2.47,224.35
184500,102.75,202.75,156.75,240.75,248.00,92.90,2.55,236.45
185000,102.75,202.75,156.75,240.25,248.50,92.90,2.55,236.45
185500,102.75,202.75,156.75,239.75,249.00,90.91,2.55,231.44
186000,102.75,202.75,156.75,239.50,249.25,90.91,2.55,231.44
186500,103.00,202.75,156.75,239.25,249.75,91.27,2.51,228.84
187000,103.00,202.75,156.75,239.00,250.00,91.27,2.51,228.84
187500,103.00,203.00,156.75,238.75,250.25,89.27,2.54,226.82
188000,103.00,203.00,156.75,238.50,250.75,89.27,2.54,226.82
188500,103.25,203.00,156.75,238.25,251.25,92.57,2.55,235.83
189000,103.25,203.00,157.00,238.00,251.50,92.57,2.55,235.83
189500,103.25,203.00,157.00,237.75,252.00,91.65,2.51,229.99
190000,103.25,203.00,157.00,237.25,252.50,91.65,2.51,229.99
190500,103.25,203.00,157.00,236.75,252.75,97.94,2.52,246.57
191000,103.25,203.00,157.00,236.50,253.00,97.94,2.52,246.57
191500,103.50,203.00,157.00,236.00,253.50,90.25,2.54,229.39
192000,103.25,203.25,157.00,235.75,254.00,90.25,2.54,229.39
192500,103.50,203.00,157.00,235.25,254.25,95.26,2.49,237.54
193000,103.25,203.25,157.00,234.75,254.75,95.26,2.49,237.54
193500,103.25,203.25,157.00,234.00,255.00,89.07,2.56,227.86
194000,103.50,203.25,157.00,233.50,255.50,89.07,2.56,227.86
194500,103.50,203.25,157.25,233.00,255.75,94.29,2.56,241.40
195000,103.50,203.25,157.00,232.50,256.25,94.29,2.56,241.40
195500,103.50,203.25,157.00,231.75,256.50,91.61,2.51,229.62
196000,103.50,203.25,157.25,231.25,256.75,91.61,2.51,229.62
196500,103.50,203.25,157.00,230.75,257.25,94.53,2.56,242.25
197000,103.50,203.25,157.25,230.00,257.75,94.53,2.56,242.25
197500,103.50,203.25,157.25,229.50,258.00,94.93,2.52,238.86
