insulation_to_air_overall_heat_transfer_coefficient_to_environment,pipe_endcaps_to_air_thermal_conductance,heater_weight_1,heater_weight_2,heater_weight_3,heater_weight_4,fluid_to_steel_pipe_convective_heat_transfer_coefficient,steel_thermal_mass_multiplier,TC1_thermal_resistance,TC2_thermal_resistance,TC3_thermal_resistance,TC4_thermal_resistance,TC5_thermal_resistance
0.4654166284585776,2.086505479471239,0.07236169958948946,0.2998728327392824,0.24514091135028565,0.6012180503041924,3.0655648151834725,5.120801768662373,73.10125530245028,61.02261654990128,185.36723019462977,117.20496222356763,173.73650906287892
