insulation_to_air_overall_heat_transfer_coefficient_to_environment,pipe_endcaps_to_air_thermal_conductance,heater_weight_1,heater_weight_2,heater_weight_3,heater_weight_4,fluid_to_steel_pipe_convective_heat_transfer_coefficient,steel_thermal_mass_multiplier,TC1_thermal_resistance,TC2_thermal_resistance,TC3_thermal_resistance,TC4_thermal_resistance,TC5_thermal_resistance
0.6660961855285039,0.2495764613764466,0.07428260028432067,0.3499726682885098,0.26917982171867927,0.5781643096813001,34.02609390801851,2.903109036597523,68.52070429001392,195.16398786764938,129.78394261858463,157.8874124214126,21.669354950158237
